"Abacha"
"Igboananike"
"Igboun"
"Ige"
"Igiebor"
"Igun"
"Igwe"
"Igwebuike"
"Iheagwam"
"Iheanacho"
"Ihekwoaba"
"Ihemadu"
"Iheme"
"Ihenacho"
"Iheruome"
"Ihugba"
"Ijoma"
"Ikande"
"Ike"
"Ikeba"
"Ikechukwu"
"Ikedieze"
"Ikeke"
"Ikenne"
"Ikhazoboh"
"Ikhouria"
"Ikimi"
"Ikisikpo"
"Ikoku"
"Ikpeba"
"Ikpeme"
"Ikudehinbu"
"Ikwechegh"
"Ilerika"
"Iloenyosi"
"Ilonu"
"Ilori"
"Imam"
"Imasuen"
"Imeh"
"Imenger"
"Imogie"
"Imoh"
"Imoke"
"Inienger"
"Innih"
"Inobia"
"Inoniyegha"
"Inuwa"
"Inyam"
"Ipia"
"Irobiso"
"Iroegbu"
"Iroha"
"Isa"
"Isangedighe"
"Iseghohi"
"Isemin"
"Ishiaku"
"Ishola"
"Isibor"
"Ismaila"
"Isola"
"Iwelumo"
"Iworima"
"Iwuji"
"Iyam"
"Iyiazi"
"Iyke"
"Iyorhe"
"Izamoje"
"Izobo"
"Izonritei"
"Izuchukwu"
"Izuchukwuka"
"Jaimimi"
"Jajere"
"Jakande"
"Jalo"
"Jega"
"Jegede"
"Jessey"
"Jibowu"
"Jibrin"
"Jideonwo"
"Jimoh"
"Joseph"
"Kabokeme"
"Kaffo"
"Kaita"
"Kalau"
"Kalio"
"Kalu"
"Kama"
"Kan"
"Kanayo"
"Kano"
"Kanu"
"Kareem"
"Katsina"
"Katusi"
"Kayode"
"Kechere"
"Kefas"
"Kefee"
"Keita"
"Kelani"
"Kemasuode"
"Kerry"
"Kiaga"
"Kiarostani"
"Kiladejo"
"Kingdom"
"Kingsley"
"Kontagora"
"Konyegwachie"
"Krane"
"Kughegbe"
"Kukah"
"Kuti"
"Kutigi"
"Kwambe"
"Kwikajet"
"Kyari"
"Ladipo"
"Lagelu"
"Lagunju"
"Lambo"
"Lamidi"
"Lanlehin"
"Lasbrey"
"Latifu"
"Lawal"
"Lawan"
"Lawson"
"Ledor"
"Lefiami"
"Lekwot"
"Lipede"
"Lukman"
"Lyrikal"
"Macaulay"
"Machem"
"Madaki"
"Madu"
"Maduabuchi"
"Maduabum"
"Magashi"
"Maimalari"
"Maimo"
"Maina"
"Maiyegun"
"Majekodunmi"
"Makinwa"
"Malachy"
"Mamoepa"
"Mamora"
"Mamudu"
"Manuel"
"Manyika"
"Maraya"
"Marwa"
"Masade"
"Mathias"
"Mbachu"
"Mbah"
"Mbanefo"
"Melkam"
"Menkiti"
"Metu"
"Mezu"
"Mgbokpo"
"Mighty"
"Mitee"
"Mmadu"
"Mmoh"
"Moghalu"
"Mohamed"
"Mohammed"
"Mokeme"
"Monu"
"Monye"
"Mosaku"
"Moshood"
"Mostyn"
"Mpeba"
"Mshelia"
"Muazu"
"Mudasiru"
"Muhammed"
"Mukhtar"
"Muomaife"
"Musa"
"Muse"
"Mutairu"
"Mutallab"
"Naiambana"
"Namo"
"Naya"
"Nduka"
"Ndukwu"
"Negedu"
"Nemine"
"Newuche"
"Nguirmamaramama"
"Ngwogu"
"Nieketien"
"Niger"
"Nightingale"
"Njoku"
"Nku"
"Nnachi"
"Nnake"
"Nnamani"
"Norfolk"
"Novia"
"Numa"
"Nurudeen"
"Nwabili"
"Nwachi"
"Nwachukwu"
"Nwafor"
"Nwagbara"
"Nwakaeme"
"Nwanganga"
"Nwankpa"
"Nwankwo"
"Nwanu"
"Nwapa"
"Nwoke"
"Nwokolo"
"Nworah"
"Nworuh"
"Nwosu"
"Nwuche"
"Nzeakor"
"Nzekwu"
"Nzeogwu"
"Oarhe"
"Obademi"
"Obafemi"
"Obaje"
"Obano"
"Obanor"
"Obanta"
"Obaraku"
"Obaretiri"
"Obasanho"
"Obasanjo"
"Obasi"
"Obatola"
"Obayan"
"Obazuaye"
"Obekpa"
"Obesere"
"Obhafuoso"
"Obi"
"Obia"
"Obiajunwa"
"Obidile"
"Obiefule"
"Obiefuna"
"Obiekwu"
"Obikwelu"
"Obiora"
"Obiorah"
"Obiozor"
"Obisesan"
"Obleajula"
"Oboabona"
"Obode"
"Oboh"
"Oboli"
"Oborududu"
"Obot"
"Obuh"
"Ochefu"
"Ochulor"
"Odegbami"
"Odia"
"Odiah"
"Odibe"
"Odimayo"
"Odita"
"Odiye"
"Odizor"
"Odofin"
"Odogwu"
"Odozoronikeku"
"Odubiyi"
"Odunlami"
"Ofere"
"Offiah"
"Offoin"
"Ofodile"
"Ofoedu"
"Ofoegbu"
"Ofonagora"
"Ofoyen"
"Ogada"
"Ogar"
"Ogbeide"
"Ogbeifo"
"Ogbiagbevha"
"Ogbonna"
"Ogbu"
"Ogbuefi"
"Ogbuke"
"Ogede"
"Ogedegbe"
"Oghenekaro"
"Ogoli"
"Ogomudia"
"Ogoro"
"Ogude"
"Ogugua"
"Oguguo"
"Ogundana"
"Ogundipe"
"Ogunfemi"
"Ogungbe"
"Ogungbure"
"Ogunkoya"
"Ogunlana"
"Ogunmola"
"Ogunnupe"
"Ogunode"
"Ogunro"
"Ogunsania"
"Oguntokun"
"Ogwudire"
"Oha"
"Ohadugha"
"Ohen"
"Ohu"
"Ojaide"
"Ojebode"
"Ojigwe"
"Ojo"
"Ojokolo"
"Ojokolu"
"Ojomoh"
"Ojougboh"
"Ojugbana"
"Ojukwu"
"Okachi"
"Okafor"
"Okara"
"Okardi"
"Okaru"
"Okeagu"
"Okechukwu"
"Okeke"
"Okeniyi"
"Okenla"
"Okesola"
"Okocha"
"Okodogbe"
"Okodugha"
"Okogha"
"Okogie"
"Okoh"
"Okoli"
"Okon"
"Okonkwo"
"Okore"
"Okoro"
"Okoronkwo"
"Okorowanta"
"Okoye"
"Okpako"
"Okpala"
"Okpara"
"Okparanta"
"Okpewho"
"Okri"
"Okwara"
"Okwu"
"Oladapo"
"Oladele"
"Olaitan"
"Olaiya"
"Olajengbesi"
"Olajuwon"
"Olanare"
"Olanrewaju"
"Olateruolagbegi"
"Olatuga"
"Olayinka"
"Olayombo"
"Oletu"
"Oliha"
"Oliseh"
"Olofinmoyin"
"Olomu"
"Olorundare"
"Olorunleke"
"Olowola"
"Oluehi"
"Olufemi"
"Olukojo"
"Olukoju"
"Olukokun"
"Olumide"
"Olumilua"
"Olunloyo"
"Oluremelekun"
"Oluwafemi"
"Oluwale"
"Oluwole"
"Oluyole"
"Omagbaluwaje"
"Omagbemi"
"Omeili"
"Omeje"
"Omeruah"
"Omeruo"
"Omo"
"Omodiagbe"
"Omoduemuke"
"Omojuwa"
"Omoko"
"Omolade"
"Omoregie"
"Omotosho"
"Onaolapo"
"Onazi"
"Oni"
"Onibiyo"
"Onigbinde"
"Onikeke"
"Onitsha"
"Onobrakpeya"
"Onuachu"
"Onubiyi"
"Onubogu"
"Onuegbu"
"Onwatuegwu"
"Onwueme"
"Onwuzuruike"
"Onyali"
"Onyaliomagbemi"
"Onyeali"
"Onyearugbulem"
"Onyeawuna"
"Onyefulu"
"Onyekachi"
"Onyema"
"Onyemachi"
"Onyeuku"
"Onyilo"
"Opabunmi"
"Opaleye"
"Opara"
"Oparaku"
"Oparanozie"
"Oparathompson"
"Orakwue"
"Orelesi"
"Oresanya"
"Orewa"
"Oriala"
"Orisayomi"
"Orizu"
"Orji"
"Orjinta"
"Orode"
"Osagie"
"Osagiobare"
"Osaguona"
"Osakioduwa"
"Osanebi"
"Osazuwa"
"Oseni"
"Oshaniwa"
"Oshikoya"
"Oshinowo"
"Oshoala"
"Oshonaike"
"Osim"
"Osita"
"Osondu"
"Ossai"
"Osuchukwu"
"Osuji"
"Osunwa"
"Otaimaga"
"Otiko"
"Otorogu"
"Ottiji"
"Otuwe"
"Ovbiagele"
"Owello"
"Owoeye"
"Owoh"
"Owoniyi"
"Owubokiri"
"Oyakhire"
"Oyarekhua"
"Oyedele"
"Oyedepo"
"Oyegun"
"Oyekan"
"Oyeledun"
"Oyesanya"
"Oyo"
"Ozodinobi"
"Ozolua"
"Peters"
"Petinrin"
"Philip"
"Popoola"
"Prest"
"Princewill"
"Promise"
"Pyagbara"
"Rafiu"
"Raji"
"Ransomekuti"
"Rasaki"
"Razaq"
"Rotimi"
"Rufai"
"Rumfa"
"Runsewe"
"Sabo"
"Sadiq"
"Sagna"
"Saidu"
"Saka"
"Salami"
"Salihu"
"Sambo"
"Sami"
"Sani"
"Sanusi"
"Sanya"
"Saraki"
"Sarki"
"Seriki"
"Seun"
"Shabi"
"Shagari"
"Shagaya"
"Shaka"
"Shakpoke"
"Shanu"
"Sharefa"
"Sharp"
"Shehu"
"Shekari"
"Shekoni"
"Sherif"
"Shittu"
"Shonibare"
"Showemimo"
"Shuaib"
"Siewari"
"Silva"
"Simon"
"Sode"
"Sodje"
"Sofoluwe"
"Sogunro"
"Solaja"
"Solanke"
"Somide"
"Soriola"
"Sosan"
"Sowande"
"Soyinka"
"Success"
"Sule"
"Suleiman"
"Sunday"
"Sydenham"
"Tador"
"Tagbajumi"
"Taiwo"
"Tarfa"
"Tat"
"Tella"
"Temile"
"Thomas"
"Thompson"
"Tijani"
"Timaya"
"Tinubu"
"Tochukwu"
"Tom"
"Tombiri"
"Toolz"
"Tor"
"Torey"
"Torunarigha"
"Trill"
"Tukur"
"Tutuola"
"Tyavkase"
"Ubah"
"Ubido"
"Ubogu"
"Uche"
"Uchechukwu"
"Udah"
"Udechukwu"
"Udo"
"Udofia"
"Udoh"
"Udojoh"
"Udoobong"
"Uduack"
"Uduak"
"Ugbusien"
"Ugwu"
"Ujiri"
"Ukaegbu"
"Ukiwe"
"Ukpai"
"Ukpolo"
"Ukuh"
"Ukwuoma"
"Uloko"
"Umanankwe"
"Umar"
"Umaru"
"Umeasiegbu"
"Umeh"
"Umelo"
"Umunegbu"
"Unigwe"
"Uranta"
"Usifo"
"Usman"
"Uti"
"Utondu"
"Uwak"
"Uwatse"
"Uzochukwu"
"Uzoenyi"
"Uzoma"
"Vanzekin"
"Varem"
"Verissimo"
"Veron"
"Vozor"
"Wabara"
"Wachuku"
"Wahab"
"Waje"
"Wase"
"Weigopwa"
"Williams"
"Wiwa"
"Wuraola"
"Wushishi"
"Yaji"
"Yakubu"
"Yaradua"
"Yegini"
"Yeiyah"
"Yekini"
"Yobo"
"Yusuf"
"Zakari"
"Zakzaky"
"Zango"
"Zeal"
"Zenke"
"Zuraaba"
