"Aaker"
"Kernell"
"Ketola"
"Khrohn"
"Kielman"
"Kihlstedt"
"Kilburg"
"Kindahl"
"Kindberg"
"Kindell"
"Kjar"
"Kjellberg"
"Kjellin"
"Klang"
"Kling"
"Klinge"
"Klingspol"
"Knudsen"
"Knutsen"
"Knutson"
"Koch"
"Kohlund"
"Kolberg"
"Koppang"
"Kornberg"
"Krabbe"
"Krafft"
"Kraft"
"Krantz"
"Kring"
"Kristensen"
"Kristiansen"
"Kristoffersen"
"Kron"
"Kronberg"
"Kronholm"
"Krook"
"Kroon"
"Krosby"
"Kulberg"
"Kullberg"
"Kulle"
"Kulti"
"Kvamme"
"Kvistad"
"Laestadius"
"Lager"
"Lagergren"
"Lagerman"
"Lagerquist"
"Lagerroth"
"Lagerspetz"
"Lagerstrom"
"Lageson"
"Lagman"
"Lamberg"
"Lamm"
"Lampa"
"Landberg"
"Landeen"
"Landen"
"Landgre"
"Landgren"
"Landin"
"Landsberg"
"Landstrom"
"Lang"
"Langberg"
"Lannefors"
"Lans"
"Larsen"
"Larsson"
"Latt"
"Lauren"
"Leander"
"Ledin"
"Ledman"
"Leiman"
"Levander"
"Lidberg"
"Liden"
"Lidstrom"
"Lie"
"Lien"
"Lilja"
"Liljedahl"
"Liljegren"
"Liljenquist"
"Lillkvist"
"Lillquist"
"Lind"
"Lindahl"
"Lindbeck"
"Lindberg"
"Lindblad"
"Lindblom"
"Lindbo"
"Lindborg"
"Lindeen"
"Lindell"
"Lindelof"
"Lindeman"
"Linden"
"Linder"
"Lindfors"
"Lindgren"
"Lindh"
"Lindholm"
"Lindhom"
"Lindland"
"Lindman"
"Lindmark"
"Lindquist"
"Lindroth"
"Lindskog"
"Lindstedt"
"Lindstrand"
"Lindstrom"
"Lindt"
"Lindvall"
"Lindwall"
"Lingren"
"Linhart"
"Linnaeus"
"Linne"
"Linner"
"Linquist"
"Linstrum"
"Litle"
"Ljungberg"
"Ljungdahl"
"Ljunggren"
"Lo"
"Loden"
"Lofdahl"
"Loff"
"Lofgren"
"Lofquist"
"Lofstrom"
"Loften"
"Loftin"
"Lohse"
"Lojdahl"
"Lonn"
"Lonnquist"
"Lonnqvist"
"Lonnrot"
"Lonnroth"
"Loof"
"Loren"
"Lorentson"
"Lovgren"
"Loving"
"Lowenberg"
"Lowenstein"
"Lowenthal"
"Lubell"
"Lund"
"Lundahl"
"Lundberg"
"Lundblad"
"Lundborg"
"Lunde"
"Lundeen"
"Lundell"
"Lunden"
"Lundgren"
"Lundholm"
"Lundin"
"Lundmark"
"Lundquist"
"Lundstedt"
"Lundsten"
"Lundstrom"
"Lundvall"
"Luthman"
"Lybeck"
"Lyngstrad"
"Lysen"
"Magnus"
"Magnusson"
"Mahlberg"
"Majerus"
"Malberg"
"Malm"
"Malmberg"
"Malmborg"
"Malmer"
"Malmgren"
"Malmquist"
"Malmsten"
"Malmstrom"
"Malstrom"
"Mannerheim"
"Marcus"
"Marken"
"Markstrom"
"Markus"
"Markuson"
"Martensson"
"Martinpelto"
"Martinsen"
"Martinson"
"Mathias"
"Mathiason"
"Mathisen"
"Matson"
"Mattsson"
"Mechelin"
"Mednick"
"Melander"
"Melberg"
"Meldahl"
"Melin"
"Mellberg"
"Mellgren"
"Mellman"
"Melquist"
"Meske"
"Mikkelsen"
"Mild"
"Mjallby"
"Moberg"
"Moden"
"Moder"
"Modin"
"Modine"
"Moe"
"Moen"
"Mogren"
"Molander"
"Molen"
"Molin"
"Moman"
"Moren"
"Moring"
"Mork"
"Morton"
"Mossberg"
"Mostrom"
"Munsen"
"Myhre"
"Myklebust"
"Myrdal"
"Naess"
"Narup"
"Naslund"
"Nasman"
"Neumann"
"Neve"
"Newquist"
"Nielsen"
"Niklot"
"Nilsen"
"Nilsmark"
"Nilsson"
"Nobel"
"Nolen"
"Norberg"
"Norby"
"Nordahl"
"Nordberg"
"Nordby"
"Nordeen"
"Nordell"
"Norden"
"Nordenberg"
"Norder"
"Nordgren"
"Nordholm"
"Nordin"
"Nordling"
"Nordlund"
"Nordmark"
"Nordquist"
"Nordstrand"
"Nordstrom"
"Nordwall"
"Noreen"
"Norell"
"Noren"
"Norenberg"
"Norgaard"
"Norgen"
"Norgren"
"Norin"
"Nork"
"Norlander"
"Norlin"
"Norling"
"Norman"
"Norquist"
"Norr"
"Norrell"
"Norstrom"
"Norum"
"Nowen"
"Nyberg"
"Nygard"
"Nygren"
"Nyholm"
"Nykvist"
"Nylander"
"Nylen"
"Nylin"
"Nyman"
"Nyquist"
"Nyren"
"Nystrom"
"Oberg"
"Ode"
"Odegard"
"Oden"
"Odhe"
"Ogren"
"Ohisson"
"Ohland"
"Ohlin"
"Ohlsson"
"Ohlund"
"Ohman"
"Ohrn"
"Ohs"
"Olan"
"Oland"
"Olander"
"Olden"
"Olen"
"Olin"
"Olle"
"Olofsson"
"Olsen"
"Olsson"
"Oman"
"Ondahl"
"Oquist"
"Orell"
"Orn"
"Orne"
"Orrell"
"Ortendhal"
"Osbeck"
"Osberg"
"Oscarson"
"Osen"
"Oslin"
"Ost"
"Ostberg"
"Osteen"
"Osten"
"Oster"
"Osterberg"
"Ostergaard"
"Ostergard"
"Ostergren"
"Osterholm"
"Osterling"
"Osterlund"
"Osterman"
"Ostling"
"Ostlund"
"Ostman"
"Ostrom"
"Otterstrom"
"Ottestad"
"Otto"
"Ottosson"
"Over"
"Overbeck"
"Overberg"
"Overgaard"
"Overgard"
"Oxenstierna"
"Paerson"
"Palander"
"Palm"
"Palmberg"
"Palme"
"Palmer"
"Palmgren"
"Palmquist"
"Parmander"
"Parnevik"
"Passgard"
"Pauli"
"Paulsen"
"Pedersen"
"Peerson"
"Pehrson"
"Pernfors"
"Personius"
"Persson"
"Petersson"
"Petraeus"
"Petre"
"Pettersen"
"Petterssen"
"Pettersson"
"Philipson"
"Phillipson"
"Piehl"
"Pile"
"Plahn"
"Pollak"
"Porthan"
"Quarnstrom"
"Quist"
"Rahr"
"Ram"
"Ramstad"
"Rank"
"Ranstrom"
"Rapp"
"Rask"
"Rasmussen"
"Rasmusson"
"Reierson"
"Ren"
"Renberg"
"Rendahl"
"Renstrom"
"Restad"
"Ringdahl"
"Ringom"
"Ringquist"
"Roberg"
"Roden"
"Rodin"
"Rodine"
"Rolf"
"Romm"
"Ron"
"Ronback"
"Ronning"
"Roos"
"Rorholm"
"Ros"
"Rosander"
"Rosberg"
"Rosdahl"
"Roseen"
"Rosell"
"Roselle"
"Rosen"
"Rosenberg"
"Rosendahl"
"Rosengard"
"Rosengren"
"Rosenlund"
"Rosenquist"
"Rosenson"
"Rosing"
"Roslund"
"Rozelle"
"Rubendall"
"Ruberg"
"Rudbeck"
"Rudberg"
"Rudeen"
"Rudell"
"Ruden"
"Rudin"
"Rudkilde"
"Runas"
"Rundberg"
"Rundell"
"Rundquist"
"Runeberg"
"Runquist"
"Ruud"
"Rydberg"
"Rydeen"
"Rydell"
"Ryden"
"Rydman"
"Rylander"
"Ryman"
"Rystrom"
"Saam"
"Saether"
"Saevas"
"Safstrom"
"Sahlberg"
"Sahlin"
"Sahlstein"
"Sahlstrom"
"Salchow"
"Salin"
"Sall"
"Salo"
"Salstrom"
"Samberg"
"Samuelson"
"Samuelsson"
"Sand"
"Sandahl"
"Sandau"
"Sandborn"
"Sandburg"
"Sandeen"
"Sandel"
"Sandelin"
"Sandell"
"Sanden"
"Sander"
"Sanderlin"
"Sandgren"
"Sandholm"
"Sandin"
"Sandlin"
"Sandman"
"Sando"
"Sandquist"
"Sandstedt"
"Sandstrom"
"Sandvik"
"Sanner"
"Satterlund"
"Schelin"
"Sederstrom"
"Segerson"
"Segerstam"
"Segerstrom"
"Selander"
"Selberg"
"Selin"
"Sellen"
"Sellin"
"Selling"
"Sentzke"
"Setterberg"
"Settergren"
"Setterlund"
"Severin"
"Sidman"
"Silander"
"Silberg"
"Silfverberg"
"Silverberg"
"Simonsen"
"Siren"
"Sivertsen"
"Sjoberg"
"Sjoblom"
"Sjodin"
"Sjogren"
"Sjoland"
"Sjolander"
"Sjoquist"
"Sjostrand"
"Sjostrom"
"Sjovold"
"Skaarenor"
"Skarin"
"Skjoldebrand"
"Skog"
"Skoglund"
"Skogman"
"Skold"
"Skoog"
"Skovhus"
"Skyberg"
"Slott"
"Smedberg"
"Soder"
"Soderberg"
"Soderblom"
"Soderburg"
"Sodergren"
"Soderholm"
"Soderlind"
"Soderlund"
"Soderman"
"Soderquist"
"Soderqvist"
"Soderstrom"
"Solberg"
"Solheim"
"Solin"
"Sologub"
"Solomon"
"Solomonson"
"Solomonsson"
"Sonderby"
"Sonderlei"
"Sorensen"
"Sorenstam"
"Spekke"
"Speltke"
"Spong"
"Spongberg"
"Sprengporten"
"Stahlberg"
"Stahle"
"Stahlhamdske"
"Stahrberg"
"Standlund"
"Steen"
"Steffensen"
"Steinberg"
"Sten"
"Stenberg"
"Stenberger"
"Stendahl"
"Stenlund"
"Stenmark"
"Stenquist"
"Stenstrom"
"Sterner"
"Sternhagen"
"Stjerna"
"Stomberg"
"Strand"
"Strandberg"
"Strandell"
"Stranga"
"Strenius"
"Strid"
"Strindberg"
"Strom"
"Stromberg"
"Stromgren"
"Stromquist"
"Strutz"
"Sudesval"
"Suhre"
"Sund"
"Sundahl"
"Sundberg"
"Sundblad"
"Sundell"
"Sunderlin"
"Sundgren"
"Sundholm"
"Sundin"
"Sundling"
"Sundman"
"Sundquist"
"Sundstrom"
"Sundt"
"Suneson"
"Sunneborn"
"Svahnstrom"
"Svan"
"Svendsen"
"Svensen"
"Svenson"
"Svensson"
"Svinhufuud"
"Swahn"
"Swanberg"
"Swanlund"
"Swanstrom"
"Swartling"
"Swedberg"
"Swedbourg"
"Swedenhielm"
"Swedlund"
"Sylvan"
"Szalkai"
"Talman"
"Tangen"
"Tanner"
"Tanquist"
"Tapper"
"Taube"
"Tegner"
"Telander"
"Temrin"
"Tengstrom"
"Thelander"
"Thelen"
"Thelin"
"Thern"
"Tholl"
"Thomassen"
"Thomasson"
"Thor"
"Thorell"
"Thoren"
"Thoresen"
"Thorkelson"
"Thornberg"
"Thorne"
"Thornell"
"Thorner"
"Thorngren"
"Thornquist"
"Thorsell"
"Thorsen"
"Thorssel"
"Thorup"
"Thron"
"Thulin"
"Thull"
"Thullin"
"Thun"
"Thunberg"
"Thunstrom"
"Thur"
"Thurell"
"Tidlund"
"Tillstrom"
"Tolleson"
"Topelius"
"Torborg"
"Torell"
"Toren"
"Torkelinson"
"Torkelson"
"Tornberg"
"Tornquist"
"Torre"
"Torstenson"
"Tott"
"Trana"
"Trest"
"Tulin"
"Turnquist"
"Tveit"
"Uhlgren"
"Ulvaeus"
"Underberg"
"Ursin"
"Utne"
"Utter"
"Vaden"
"Valberg"
"Valentin"
"Valla"
"Vallin"
"Valquist"
"Vang"
"Vardeman"
"Varn"
"Vass"
"Vik"
"Vong"
"Waara"
"Wadell"
"Wahlberg"
"Wahlgren"
"Wahlin"
"Wahlman"
"Wahlquist"
"Wahlroos"
"Wahlstrom"
"Walberg"
"Waleensted"
"Walfridsson"
"Walin"
"Wall"
"Wallander"
"Wallar"
"Wallberg"
"Wallen"
"Wallenberg"
"Wallerstedt"
"Wallgren"
"Wallin"
"Wallman"
"Walso"
"Walter"
"Wanberg"
"Wangberg"
"Wass"
"Weberg"
"Wedin"
"Wedlund"
"Wedman"
"Wegraeus"
"Weibull"
"Welander"
"Wellman"
"Wenberg"
"Wenman"
"Wennberg"
"Wenner"
"Wennerberg"
"Wennerstrom"
"Wenstrom"
"Wergin"
"Westby"
"Westerberg"
"Westerdahl"
"Westergren"
"Westerholm"
"Westerlund"
"Westermark"
"Westgard"
"Westin"
"Westling"
"Westlund"
"Westman"
"Westmark"
"Westrom"
"Wetterstrom"
"Wetterstrum"
"Wiberg"
"Wiborg"
"Wickland"
"Wicklander"
"Wickstrom"
"Wideen"
"Widell"
"Widemark"
"Widen"
"Wider"
"Widerberg"
"Widing"
"Widman"
"Widmark"
"Wieberg"
"Wiese"
"Wifstrand"
"Wigren"
"Wiik"
"Wik"
"Wikborg"
"Wike"
"Wiker"
"Wiklander"
"Wiklund"
"Wikman"
"Wikstrom"
"Wilander"
"Wilden"
"Wiman"
"Winberg"
"Wind"
"Windell"
"Wingard"
"Winge"
"Winger"
"Winnerstrand"
"Winquist"
"Winter"
"Winther"
"Wisell"
"Wist"
"Wistrom"
"Wolin"
"Wrede"
"Yoriksson"
"Younggren"
"Zachrisson"
"Zahrisson"
"Zetterberg"
"Zettesberg"
"Zilliacus"
