"Aaradyn"
"Dekrekele"
"Dekuekere"
"Dekueninck"
"Delabarre"
"Delabega"
"Delabyte"
"Delaet"
"Delaheide"
"Delamaire"
"Delameere"
"Delamerre"
"Delamontainge"
"Delandshusere"
"Delandthuisere"
"Delanghe"
"Delanghemerc"
"Delannoy"
"Delasale"
"Delasuus"
"Delathomme"
"Delatomme"
"Delatorre"
"Delavoye"
"Delcampo"
"Delee"
"Deleeuwe"
"Delepelare"
"Deleyn"
"Delgheer"
"Delsemme"
"Deluguerre"
"Demaech"
"Demaere"
"Demaesschalck"
"Demaets"
"Demaeyer"
"Deman"
"Demanchepront"
"Demartelaere"
"Demeester"
"Demeestre"
"Demeet"
"Demeeter"
"Demel"
"Demelkere"
"Demertschyers"
"Demertscyers"
"Demeulemeester"
"Demeulenaer"
"Demeulenaere"
"Demeuleneire"
"Demeurichy"
"Demevius"
"Demey"
"Demeycleder"
"Demeyer"
"Demeyre"
"Demil"
"Demol"
"Demoor"
"Demorenval"
"Demoriske"
"Demuelenaere"
"Demuelenare"
"Demuenic"
"Demuenick"
"Demueninc"
"Demueninck"
"Demuer"
"Demulem"
"Demunck"
"Denaen"
"Denagero"
"Denaghele"
"Denajeles"
"Denayre"
"Deneef"
"Deneut"
"Deneve"
"Denis"
"Denoeles"
"Dens"
"Denul"
"Denyeles"
"Denyepa"
"Denyfaert"
"Denys"
"Depachtere"
"Depaen"
"Depaepe"
"Depape"
"Depareres"
"Depauw"
"Depeau"
"Depertsevale"
"Depimere"
"Deplaet"
"Deplanckes"
"Deplenter"
"Depoorter"
"Depoortere"
"Deporter"
"Deportere"
"Depotmaeckere"
"Depottere"
"Depotterye"
"Depraeter"
"Deprees"
"Deprinche"
"Depruet"
"Depruyssenaere"
"Depuut"
"Depuysselaer"
"Depuysseleyr"
"Depypere"
"Dequeeck"
"Dequynckere"
"Deraedemaecker"
"Deraet"
"Derave"
"Dereyzer"
"Deridder"
"Derock"
"Deroeck"
"Deroover"
"Deroovere"
"Derop"
"Derovere"
"Derudder"
"Deruddere"
"Derue"
"Derueles"
"Deruwe"
"Deryck"
"Derycke"
"Desaldana"
"Desarthe"
"Descachtere"
"Deschaepmeester"
"Descheerere"
"Deschepper"
"Deschildere"
"Descoemaekere"
"Descrevele"
"Desmedt"
"Desmet"
"Desmit"
"Desplenter"
"Desspairs"
"Destercke"
"Destournel"
"Destraetmaeker"
"Destrompes"
"Destyghere"
"Desutter"
"Detailly"
"Detgheer"
"Dethielque"
"Detollenaere"
"Detolnare"
"Detonnelaere"
"Deturcoy"
"Deurghys"
"Deuytte"
"Devact"
"Devael"
"Devaickenaere"
"Devalckenaere"
"Devenyn"
"Deverman"
"Devernieuwe"
"Devisch"
"Devisschere"
"Devleeschouwer"
"Devlieghere"
"Devogel"
"Devoocht"
"Devooghe"
"Devooght"
"Devoorcht"
"Devos"
"Devreeze"
"Devremde"
"Devriendt"
"Devriere"
"Devriese"
"Devrieze"
"Devrit"
"Devroede"
"Devroom"
"Devryese"
"Devylder"
"Devylre"
"Devync"
"Devyve"
"Dewaele"
"Dewaet"
"Dewaghemaecker"
"Dewale"
"Dewalsch"
"Deweert"
"Deweese"
"Deweeze"
"Dewert"
"Dewervere"
"Dewestere"
"Dewilde"
"Dewillemant"
"Dewindt"
"Dewispelaere"
"Dewit"
"Dewitte"
"Dewreede"
"Dewrekere"
"Dewulf"
"Dewyndt"
"Dewyntere"
"Deyaert"
"Deynaert"
"Dezaghere"
"Dezame"
"Dezanghere"
"Dezorghere"
"Dezuttere"
"Dezwaef"
"Dezwarte"
"Dhaenens"
"Dhane"
"Dhant"
"Dhaut"
"Dheere"
"Dhomaes"
"Dhondt"
"Dhooghe"
"Dhoosche"
"Dhoose"
"Dhoossche"
"Dhoyere"
"Didden"
"Diederic"
"Dielens"
"Dierant"
"Dierickx"
"Dieriks"
"Dierkens"
"Dierkins"
"Dierman"
"Dies"
"Dingne"
"Dingue"
"Dobbelaer"
"Dobbelaere"
"Doignies"
"Dolieslager"
"Doly"
"Dolyslaye"
"Dominicle"
"Donckers"
"Donset"
"Dop"
"Dotenis"
"Douche"
"Doufaey"
"Dougnyes"
"Doursin"
"Doutte"
"Drael"
"Droge"
"Drost"
"Drylinc"
"Duc"
"Duerinckx"
"Dufay"
"Dufietyn"
"Dugroy"
"Dulieu"
"Dullaert"
"Dumaerle"
"Dumelinck"
"Dupon"
"Dupondt"
"Dupundt"
"Durinck"
"Dusean"
"Dutoyt"
"Duturcoy"
"Duuc"
"Dyerman"
"Dylerva"
"Edou"
"Eeckelaert"
"Eestaes"
"Eggheman"
"Eins"
"Ekelaere"
"Ekelaers"
"Elseneer"
"Engels"
"Ermarin"
"Erregeers"
"Everaerd"
"Everaert"
"Everbout"
"Eygherwey"
"Eyman"
"Faes"
"Faghele"
"Falle"
"Fassuer"
"Felix"
"Ferdinandus"
"Fermyn"
"Fernaguut"
"Ferre"
"Feryn"
"Fesse"
"Feye"
"Feys"
"Feytin"
"Ficket"
"Fierens"
"Fiers"
"Flory"
"Foelgheslare"
"Foerlyngier"
"Foreest"
"Forlengiet"
"Formaybeel"
"Formenteet"
"Fourlyngier"
"Fournyer"
"Fraeys"
"Franck"
"Francke"
"Franckin"
"Franke"
"Frans"
"Franse"
"Fransois"
"Franssens"
"Fransyn"
"Frays"
"Frecour"
"Frissyn"
"From"
"Fruytier"
"Fuchyn"
"Fycket"
"Gabet"
"Gailliaert"
"Galle"
"Galoys"
"Gauchy"
"Gaylges"
"Geerstekoorn"
"Geert"
"Geilliaerdt"
"Geldmeyer"
"Geniwaert"
"Gerdollendorf"
"Geric"
"Gertodtenhaupt"
"Gevaert"
"Gheeraerds"
"Gheeraert"
"Gheeraerts"
"Gheerolf"
"Gheerts"
"Gheilezuene"
"Gheillaert"
"Gheleyns"
"Ghellync"
"Ghelyaert"
"Gheric"
"Gherraert"
"Gherstecore"
"Gherts"
"Gheskiere"
"Ghevaert"
"Gheylaert"
"Ghezelles"
"Ghillewycx"
"Ghistelhof"
"Ghizelinus"
"Ghoossins"
"Ghoris"
"Ghyhoet"
"Ghyoodt"
"Ghyoot"
"Ghyselbrecht"
"Ghyselin"
"Ghyselins"
"Gielen"
"Gilis"
"Gillis"
"Giselinck"
"Glaude"
"Gloribus"
"Goddaert"
"Goddyn"
"Goeman"
"Goethals"
"Gole"
"Gome"
"Gomiere"
"Goosens"
"Goossens"
"Goossin"
"Govaert"
"Grandsaerd"
"Greguire"
"Groes"
"Grois"
"Group"
"Gruls"
"Gryp"
"Gyselinck"
"Haaghe"
"Hadynck"
"Haec"
"Haeck"
"Haegheman"
"Haeke"
"Haenebil"
"Haerinck"
"Haerlefyn"
"Haghe"
"Haket"
"Hallewyn"
"Hame"
"Hamebil"
"Hamerecx"
"Hanebert"
"Hanebil"
"Hannaert"
"Hansen"
"Hanssens"
"Harinc"
"Harync"
"Hasebroeck"
"Havegheer"
"Havelange"
"Haverbeke"
"Havic"
"Haye"
"Hazaerd"
"Hazaerdt"
"Hebberecht"
"Heimaert"
"Heims"
"Heinckins"
"Heindricx"
"Heindrix"
"Heinx"
"Heirbaut"
"Heirman"
"Heirwegh"
"Hellinck"
"Helugghen"
"Hembrecht"
"Hemckins"
"Henderickx"
"Hendryckx"
"Hendryks"
"Henneman"
"Herisaert"
"Hermans"
"Herrebrant"
"Herreman"
"Herreweghe"
"Hetteneye"
"Heyman"
"Heyndrickx"
"Heyndricx"
"Heyne"
"Hidde"
"Higghe"
"Hillebrant"
"Hillegeer"
"Himbrecht"
"Hinchelyn"
"Hoelebrand"
"Hoenaert"
"Hoengne"
"Hoeykens"
"Hondenaghele"
"Hooft"
"Hooftman"
"Hooghe"
"Hoolman"
"Hoorneweder"
"Hoose"
"Hose"
"Hoskens"
"Hoste"
"Hosterlinc"
"Houcke"
"Houfnaghele"
"Housset"
"Houtemarck"
"Houttemarck"
"Houziaux"
"Hovelinck"
"Hoyere"
"Hoykins"
"Hubin"
"Hubregt"
"Hughelynck"
"Hugheyns"
"Humaus"
"Hundt"
"Husman"
"Huson"
"Hutenburch"
"Hutenkelnaere"
"Huterwulghe"
"Huubin"
"Huughe"
"Huughes"
"Huus"
"Huusman"
"Huussins"
"Huve"
"Huwet"
"Huygens"
"Hynckele"
"Ilornewedere"
"Impens"
"Incroye"
"Inerweyde"
"Ingels"
"Inghelrave"
"Jacobs"
"Jacx"
"Jamais"
"Jans"
"Jansins"
"Janssens"
"Jansseune"
"Janssins"
"Jansuene"
"Jaspers"
"Jolys"
"Jonckery"
"Jooris"
"Joos"
"Joossens"
"Jorix"
"Jungbloet"
"Junsteman"
"Justeman"
"Kaerle"
"Kaessens"
"Kaeyoen"
"Kahan"
"Karel"
"Karette"
"Kayoen"
"Keersmaekers"
"Kegels"
"Keilliaert"
"Kelderman"
"Kerckof"
"Kevelaere"
"Kierlinc"
"Kierlinck"
"Kiezlync"
"Kins"
"Kluskens"
"Klysen"
"Korsten"
"Labee"
"Lahoers"
"Lalyon"
"Lam"
"Lambrecht"
"Lambrechts"
"Lambroeck"
"Lame"
"Lammens"
"Lamour"
"Lampers"
"Lampsins"
"Lamsins"
"Landaes"
"Landsins"
"Landsocht"
"Lapierre"
"Lardenoit"
"Laurens"
"Laurentius"
"Laureys"
"Laurin"
"Lauryn"
"Lauwens"
"Lauwereins"
"Lauwereyns"
"Lauwers"
"Lauwery"
"Lavet"
"Lazoen"
"Lebruun"
"Lecoron"
"Leekens"
"Lefournier"
"Lekens"
"Lem"
"Lemeere"
"Lemettere"
"Lemmens"
"Lemoniez"
"Lems"
"Lenaert"
"Lepiper"
"Lepruvost"
"Lerminie"
"Leroy"
"Leschottens"
"Lescotteem"
"Letins"
"Leyn"
"Leys"
"Leysen"
"Libaert"
"Lievens"
"Lievins"
"Lippens"
"Lisabeth"
"Lobbrecht"
"Lockefeer"
"Loef"
"Loens"
"Logghc"
"Logghe"
"Lokermans"
"Lombi"
"Lomeir"
"Longet"
"Longhet"
"Lonner"
"Loockman"
"Loocman"
"Loodts"
"Loot"
"Lootins"
"Loots"
"Lorie"
"Lossie"
"Lotin"
"Lotins"
"Loufooghe"
"Loys"
"Loyset"
"Lucas"
"Lutz"
"Luucks"
"Luucx"
"Lyppens"
"Madereel"
"Maelassys"
"Maertins"
"Maes"
"Maese"
"Mahieu"
"Malassys"
"Malazyens"
"Malazyes"
"Malazyns"
"Malbrancke"
"Malisse"
"Mallasys"
"Malschaert"
"Mane"
"Manshove"
"Maris"
"Marodt"
"Marope"
"Maroye"
"Martens"
"Martins"
"Masin"
"Massuwe"
"Massy"
"Masyn"
"Mateloet"
"Matteloet"
"Mattens"
"Matthys"
"Matthyssens"
"Matyne"
"Matynee"
"Maye"
"Mechelen"
"Meerschaert"
"Meersman"
"Mees"
"Meessche"
"Meessens"
"Meeus"
"Megroedt"
"Meinhut"
"Meintjies"
"Meirte"
"Melis"
"Mellemans"
"Melly"
"Melsen"
"Mercator"
"Mercken"
"Merckx"
"Mertens"
"Messiaen"
"Messyaen"
"Mets"
"Metteneye"
"Meul"
"Meuleman"
"Meye"
"Meynfroot"
"Meynghe"
"Meyngot"
"Meys"
"Meyskens"
"Micault"
"Michiels"
"Michielssens"
"Middag"
"Middelkamp"
"Mingeroedt"
"Modde"
"Moemus"
"Moenins"
"Moens"
"Moenssens"
"Moenynks"
"Moerenhout"
"Moerinc"
"Moering"
"Moerman"
"Moerync"
"Moeryng"
"Moestaert"
"Molendino"
"Moliekens"
"Mondt"
"Mondydier"
"Mondydyer"
"Montaegne"
"Montaigne"
"Morant"
"Mordaech"
"Moreel"
"Moret"
"Morseel"
"Mortier"
"Mortroel"
"Mostaert"
"Muel"
"Muelaert"
"Muering"
"Muet"
"Mul"
"Mulaerdt"
"Muloot"
"Musschaert"
"Mussche"
"Myanneel"
"Myetins"
"Mylevyle"
"Mymeel"
"Nagtegael"
"Naudts"
"Neerinck"
"Neerync"
"Neirinck"
"Neirync"
"Nelis"
"Nettelet"
"Neve"
"Neyns"
"Neynts"
"Neyt"
"Neyts"
"Nielandt"
"Nijs"
"Nilis"
"Nimmegeer"
"Nippe"
"Nonneman"
"Nuete"
"Nuyts"
"Nys"
"Obelaere"
"Obery"
"Odolf"
"Oliviers"
"Ollevyere"
"Ommejaegher"
"Ongenae"
"Onghena"
"Oobreckx"
"Ooghe"
"Oom"
"Oosterling"
"Oosterlync"
"Opsomer"
"Oste"
"Outtemaert"
"Pagaets"
"Palet"
"Palin"
"Paling"
"Palmkoek"
"Palynex"
"Panis"
"Pardo"
"Pardoen"
"Pardol"
"Parent"
"Parmentier"
"Parydaen"
"Parynghoot"
"Passemier"
"Pasteiken"
"Patin"
"Patoulet"
"Patulet"
"Pauwels"
"Peemans"
"Peesmeesters"
"Peeters"
"Peirsman"
"Penne"
"Penneet"
"Penneit"
"Penneman"
"Penseil"
"Penyt"
"Pepere"
"Perlant"
"Persins"
"Persyn"
"Pertsevale"
"Pese"
"Pessert"
"Peters"
"Petit"
"Petyt"
"Peussyn"
"Peyn"
"Peyt"
"Pharynghoot"
"Phippaerts"
"Picavet"
"Piers"
"Piersens"
"Piessens"
"Pieters"
"Pilaet"
"Pitman"
"Plackard"
"Plackart"
"Plaes"
"Plant"
"Plante"
"Plantyn"
"Plas"
"Plathyez"
"Ploequoy"
"Plumert"
"Polet"
"Poppe"
"Pots"
"Potterye"
"Pouchyn"
"Praet"
"Prest"
"Prevoost"
"Primmbout"
"Provost"
"Puessen"
"Puylaert"
"Puymbroek"
"Pycke"
"Pylaert"
"Pynckaerd"
"Pynync"
"Pyppelaere"
"Quareyt"
"Quickeborne"
"Quintin"
"Raemhondt"
"Raes"
"Raeywaerdt"
"Raffelaert"
"Rape"
"Ravins"
"Raywaerdt"
"Refect"
"Reiftens"
"Reiss"
"Reistens"
"Remaert"
"Remy"
"Renders"
"Renkens"
"Renstaes"
"Reyfin"
"Reynboudt"
"Reyngout"
"Reynhout"
"Reyniers"
"Reyns"
"Reyvaerdt"
"Rezoete"
"Ridtsaert"
"Rielandt"
"Riquilaerdt"
"Ritsaert"
"Robaert"
"Robyn"
"Robytaelge"
"Robytaelghe"
"Rochus"
"Roeges"
"Roegiers"
"Roelandts"
"Roelins"
"Roelof"
"Roels"
"Rogiers"
"Rom"
"Rombaut"
"Rombout"
"Rooman"
"Rooms"
"Roose"
"Rosseel"
"Rotthier"
"Rottier"
"Rouf"
"Rouwens"
"Rowaert"
"Ruebens"
"Ruebins"
"Rute"
"Rutgeerts"
"Ruthgeerts"
"Ruttyn"
"Ryckaert"
"Ryckeman"
"Ryckier"
"Rycquaerdt"
"Rycquaert"
"Rykeman"
"Ryquaert"
"Ryquaerts"
"Sack"
"Sanders"
"Santon"
"Satelaeres"
"Sayoen"
"Scaec"
"Scakyer"
"Scelhaver"
"Sceluwaerd"
"Schaekers"
"Schaelles"
"Schaillee"
"Schaut"
"Schee"
"Scheerders"
"Scheers"
"Schefold"
"Schelfaut"
"Schelfhout"
"Schelphaeghe"
"Schoettetten"
"Scholliers"
"Schoonemaecker"
"Schoonlant"
"Schoonvliet"
"Schooyt"
"Schottyn"
"Schrodelync"
"Schroyens"
"Schuerman"
"Schuppelync"
"Schyere"
"Schynckel"
"Schynkele"
"Scifo"
"Scochtyn"
"Scodicht"
"Scodyt"
"Scoudharinc"
"Scroo"
"Scuppelync"
"Scuute"
"Segers"
"Seghers"
"Selverlinck"
"Serfontein"
"Servaes"
"Siebos"
"Simoens"
"Simpson"
"Sioen"
"Skep"
"Slabbaert"
"Sleeuwaert"
"Slegers"
"Slootmaekers"
"Sloss"
"Sluusmans"
"Smekens"
"Smet"
"Smidts"
"Smout"
"Snave"
"Snel"
"Snockaert"
"Snoeck"
"Soen"
"Soetens"
"Sohyer"
"Soucket"
"Sovenet"
"Speckstadt"
"Speeck"
"Speek"
"Spelman"
"Spillebeen"
"Spotte"
"Springhel"
"Springhels"
"Springher"
"Spruute"
"Staden"
"Stadynx"
"Stael"
"Staelens"
"Staes"
"Staessens"
"Stalin"
"Stalpaert"
"Stalrave"
"Stals"
"Stamps"
"Stasins"
"Steenwerckere"
"Steibs"
"Steil"
"Step"
"Stevens"
"Stevins"
"Stierman"
"Stochove"
"Stoppe"
"Storme"
"Strasin"
"Strobbens"
"Stroobyer"
"Struusbolle"
"Struve"
"Strylemans"
"Stuer"
"Stuerman"
"Styl"
"Suetens"
"Suns"
"Suy"
"Swan"
"Swandyn"
"Swercx"
"Symmoens"
"Symoens"
"Symyngoen"
"Synaeghe"
"Sys"
"Syx"
"Taelboom"
"Talboom"
"Talcke"
"Tancquere"
"Tanquere"
"Tant"
"Tavernier"
"Theunis"
"Thiebault"
"Thielens"
"Thielman"
"Thienpondt"
"Thiry"
"Thoen"
"Thomas"
"Thycsens"
"Thyssens"
"Tilleman"
"Tillens"
"Tillis"
"Tillman"
"Timmerman"
"Timmermans"
"Tinnepotghietere"
"Tortelboom"
"Tournier"
"Triest"
"Troch"
"Trosset"
"Truwe"
"Truyens"
"Tsaeul"
"Tsoen"
"Tsolle"
"Tyenpont"
"Tykel"
"Tyleke"
"Tys"
"Uutenhove"
"Vael"
"Vaerewyck"
"Vaes"
"Valcke"
"Vallyn"
"Vanachte"
"Vanacker"
"Vanackere"
"Vanaecht"
"Vanaelst"
"Vanaercheem"
"Vanaert"
"Vanaertrycke"
"Vanaken"
"Vanamere"
"Vanarpe"
"Vanasschen"
"Vanassenede"
"Vanbambeke"
"Vanbassevelde"
"Vanbelleghem"
"Vanbentheem"
"Vanberchove"
"Vanberlo"
"Vanbeuvays"
"Vanbiesbrouck"
"Vanblommeghem"
"Vanbocxlaer"
"Vanbogaert"
"Vanbogget"
"Vanboxlaer"
"Vanbrandt"
"Vanbreeda"
"Vanbritsom"
"Vanbroeck"
"Vanbrussel"
"Vanbruwaen"
"Vanbruwyle"
"Vanbryaerde"
"Vanbuel"
"Vanbuerwaen"
"Vanbunynghe"
"Vanbutsel"
"Vancaiseele"
"Vancampen"
"Vancampenhout"
"Vancansinck"
"Vancarpels"
"Vancauteren"
"Vancayseele"
"Vancayzeele"
"Vancille"
"Vanclarent"
"Vancotenghis"
"Vancotenghys"
"Vancotheem"
"Vancoudenberghe"
"Vancraenenbroeck"
"Vancrunynghe"
"Vancryst"
"Vancutsegheem"
"Vandale"
"Vandalle"
"Vandam"
"Vandame"
"Vandamme"
"Vandecapelle"
"Vandecasteele"
"Vandecruze"
"Vandecusteele"
"Vandedicke"
"Vandefonteyne"
"Vandekamp"
"Vandekeere"
"Vandekerckhove"
"Vandeleene"
"Vandemandere"
"Vandemoere"
"Vandenabeele"
"Vandenaugustine"
"Vandenbaerse"
"Vandenbalberghe"
"Vandenberghe"
"Vandenbogaerde"
"Vandenboghe"
"Vandenbosch"
"Vandenbrake"
"Vandenbranden"
"Vandenbroeck"
"Vandenbroucke"
"Vandenbrouke"
"Vandenbrucke"
"Vandenbussche"
"Vandenbusschette"
"Vandencamme"
"Vandencasteele"
"Vandencule"
"Vandendact"
"Vandendaelen"
"Vandendale"
"Vandendecle"
"Vandendorpe"
"Vandendriessche"
"Vandendule"
"Vandendycke"
"Vandenecke"
"Vandeneeden"
"Vandeneynde"
"Vandengruuthuuse"
"Vandengruwe"
"Vandenhamme"
"Vandenhauwe"
"Vandenheede"
"Vandenhouke"
"Vandenhove"
"Vandenhuele"
"Vandenhuse"
"Vandenkeere"
"Vandenkerchove"
"Vandenkerckhove"
"Vandenleene"
"Vandennieuwenhuyzen"
"Vandenpeereboome"
"Vandenrade"
"Vandenrync"
"Vandenryne"
"Vandensteene"
"Vandenstichele"
"Vandenstocke"
"Vandentassche"
"Vandentielke"
"Vandenuphove"
