"Abacan"
"Balignasay"
"Baliling"
"Balimbin"
"Balingit"
"Balino"
"Balioac"
"Balisacan"
"Balita"
"Balitaan"
"Balitactac"
"Balondo"
"Balot"
"Baltar"
"Balubal"
"Baluran"
"Baluyot"
"Baluyut"
"Balweg"
"Banaag"
"Banaga"
"Banal"
"Banaria"
"Banasan"
"Banasihan"
"Banaticla"
"Banayat"
"Bancain"
"Bancale"
"Bancod"
"Bancud"
"Bandigas"
"Bandol"
"Bandong"
"Bangachon"
"Bangad"
"Bangayan"
"Banghulot"
"Bangit"
"Bangwa"
"Baniaga"
"Banico"
"Banigoos"
"Baniqued"
"Banlaygas"
"Banta"
"Bantay"
"Bantegui"
"Banteng"
"Bantigui"
"Bantilan"
"Banting"
"Bantoc"
"Bantog"
"Bantug"
"Banua"
"Banzali"
"Banzon"
"Baon"
"Baqui"
"Baquiran"
"Bara"
"Baradi"
"Barangan"
"Baraoidan"
"Baratang"
"Barba"
"Barcelo"
"Barcelona"
"Bareng"
"Barerra"
"Bariring"
"Barlaan"
"Barongan"
"Barrameda"
"Barreto"
"Barrientos"
"Barrometro"
"Barros"
"Barut"
"Basa"
"Basi"
"Basibas"
"Basig"
"Basilides"
"Basingat"
"Basingit"
"Baste"
"Basubas"
"Bataanon"
"Batac"
"Batacan"
"Bataclan"
"Batao"
"Batas"
"Batenga"
"Bathan"
"Bati"
"Batin"
"Batingan"
"Bato"
"Batoctoy"
"Batong"
"Batongbacal"
"Batongmalaque"
"Batoon"
"Battad"
"Battong"
"Battung"
"Batucan"
"Batuyong"
"Bauan"
"Bautista"
"Bawalan"
"Baya"
"Bayag"
"Bayani"
"Baybay"
"Bayla"
"Baylon"
"Baylosis"
"Bayna"
"Bayog"
"Bayot"
"Bayoy"
"Bayquen"
"Baysac"
"Bayudan"
"Bayuga"
"Becbec"
"Belano"
"Beligan"
"Belite"
"Belleza"
"Bello"
"Belloso"
"Belmonte"
"Benavides"
"Bengco"
"Bengzon"
"Benipayo"
"Benitez"
"Bermudez"
"Bernal"
"Bernardo"
"Biabas"
"Biag"
"Biagan"
"Biazon"
"Bigalbal"
"Bigay"
"Bigayan"
"Biglangawa"
"Bihis"
"Bilatan"
"Bilog"
"Binaday"
"Binaohan"
"Binaoro"
"Binayas"
"Binlot"
"Binongcal"
"Binotapa"
"Binsol"
"Bio"
"Bisaya"
"Bitagon"
"Bitao"
"Blanco"
"Blas"
"Bocalan"
"Bocalig"
"Bocasan"
"Bohol"
"Bohulano"
"Bolisay"
"Bolivar"
"Boljoon"
"Bolongan"
"Bolosan"
"Bonaga"
"Bonalong"
"Boncan"
"Bondoc"
"Bonga"
"Bongalos"
"Bongolan"
"Bongon"
"Bongott"
"Bongubung"
"Bonnevie"
"Bonoan"
"Bonoanno"
"Bonotan"
"Bontuyan"
"Bonzo"
"Bonzon"
"Booc"
"Borja"
"Borje"
"Botengan"
"Braza"
"Bual"
"Buan"
"Buaya"
"Buban"
"Bucagan"
"Bucaneg"
"Buccat"
"Buccay"
"Bucsit"
"Buenaflor"
"Buenaventura"
"Buenconsejo"
"Buendia"
"Buenpacifico"
"Bugaoisan"
"Bugas"
"Bugayong"
"Bugnos"
"Bugnosen"
"Bugtong"
"Buhain"
"Buhay"
"Bukaneg"
"Buktaw"
"Bulahan"
"Bulala"
"Bulalayao"
"Bulanadi"
"Bulanan"
"Bulanon"
"Bulaoat"
"Bulaon"
"Bulaong"
"Bulatao"
"Bulawan"
"Bulayo"
"Buli"
"Bulseco"
"Bulusan"
"Bumacod"
"Bumagat"
"Bumanglag"
"Bumatay"
"Bunac"
"Bunag"
"Buncio"
"Bundoc"
"Bunga"
"Bungcayao"
"Bunggay"
"Buni"
"Bunsoy"
"Buntua"
"Buntuyan"
"Bunye"
"Buot"
"Buractaon"
"Bustamante"
"Butac"
"Butalid"
"Butic"
"Butigan"
"Butil"
"Butiu"
"Buyco"
"Buzon"
"Caabay"
"Caacbay"
"Caasi"
"Cabaccan"
"Cabacungan"
"Cabading"
"Cabael"
"Cabagnot"
"Cabahug"
"Cabal"
"Cabalatongan"
"Cabanag"
"Cabanatan"
"Cabanayan"
"Cabanday"
"Cabangbang"
"Cabanit"
"Cabansag"
"Cabanting"
"Cabasa"
"Cabasaan"
"Cabasagan"
"Cabasug"
"Cabatana"
"Cabatic"
"Cabatingan"
"Cabatu"
"Cabatuan"
"Cabatuando"
"Cabatungan"
"Cabauatan"
"Cabaya"
"Cabe"
"Cabebe"
"Cabeguin"
"Cabigao"
"Cabigas"
"Cabigting"
"Cabilan"
"Cabili"
"Cabillan"
"Cablayan"
"Cabochan"
"Cabral"
"Cabrales"
"Cabrera"
"Cabuang"
"Cabuchao"
"Cabudol"
"Cabugas"
"Cabuhat"
"Cabulda"
"Cabungcal"
"Cabunoc"
"Cabuquit"
"Cabututan"
"Cacab"
"Cacal"
"Cacalda"
"Cacananta"
"Cacanindin"
"Cacapit"
"Caccam"
"Cacdac"
"Cachuela"
"Cacpal"
"Caculitan"
"Cadang"
"Cadapan"
"Caday"
"Cadisal"
"Cadiz"
"Cadlaon"
"Cadwising"
"Caeg"
"Cagaanan"
"Cagacan"
"Cagadas"
"Cagadoc"
"Cagalawan"
"Cagalawen"
"Cagampan"
"Cagampang"
"Caganap"
"Cagaoanan"
"Cagaoas"
"Cagas"
"Cagasan"
"Cagatao"
"Cagauan"
"Cagayan"
"Cagayat"
"Cagiwa"
"Cagonot"
"Caguingin"
"Cagungon"
"Cahambing"
"Caharian"
"Cahimat"
"Caindoc"
"Cainghug"
"Cainglit"
"Cainhug"
"Cajucom"
"Cajulao"
"Calag"
"Calagos"
"Calajati"
"Calalang"
"Calalo"
"Calambacal"
"Calangan"
"Calanoc"
"Calanoy"
"Calaoagan"
"Calapatia"
"Calayag"
"Calaycay"
"Calibugan"
"Calibuso"
"Calica"
"Calicdan"
"Caligtan"
"Calilan"
"Calilung"
"Calimag"
"Calimbas"
"Calimlim"
"Calinao"
"Calinga"
"Calip"
"Calipusan"
"Caliso"
"Caliwcaliw"
"Callangan"
"Callueng"
"Calo"
"Calob"
"Calomay"
"Calonge"
"Calpito"
"Caluag"
"Calub"
"Calubaquib"
"Calubayan"
"Calumpang"
"Caluncagin"
"Calupid"
"Calupig"
"Calupitan"
"Caluya"
"Camaganacan"
"Camagay"
"Camagun"
"Camanag"
"Camat"
"Camato"
"Cambas"
"Cambay"
"Cambonga"
"Camcam"
"Camiling"
"Campo"
"Campos"
"Camurungan"
"Candao"
"Canencia"
"Cangco"
"Canilao"
"Caniya"
"Canlas"
"Canoy"
"Canumay"
"Canwaring"
"Caoagdan"
"Caoili"
"Caparas"
"Capati"
"Capili"
"Capinpin"
"Capistrano"
"Capoy"
"Capule"
"Capulong"
"Capuno"
"Capuyan"
"Caraan"
"Carag"
"Caragay"
"Carandang"
"Carangal"
"Caranguian"
"Carao"
"Caras"
"Carasig"
"Carating"
"Carayoan"
"Cardoso"
"Cariaso"
"Caritan"
"Carlos"
"Carrasco"
"Carriaga"
"Carungay"
"Carungcong"
"Carungi"
"Carunungan"
"Casama"
"Casao"
"Casiano"
"Casibang"
"Casicas"
"Casim"
"Casimiro"
"Castanares"
"Castello"
"Castiglione"
"Castillejo"
"Castillo"
"Castillon"
"Castro"
"Casuco"
"Casuga"
"Casumbal"
"Casupang"
"Catacataca"
"Catacutan"
"Catalan"
"Catambay"
"Catangui"
"Catanyag"
"Catapang"
"Cataran"
"Catbagan"
"Catibog"
"Catig"
"Catindig"
"Catotocan"
"Catubay"
"Catubig"
"Catubo"
"Caunin"
"Caunsag"
"Cavite"
"Cawad"
"Cawilan"
"Cayabyab"
"Cayangho"
"Cayanoc"
"Cayco"
"Cayetano"
"Caylao"
"Caylo"
"Cayongcong"
"Cayron"
"Cayton"
"Cayubyub"
"Celis"
"Ceniza"
"Cereza"
"Cerezo"
"Cerinza"
"Cervantes"
"Chanco"
"Chavez"
"Chincuanco"
"Chiongbian"
"Chionglo"
"Choa"
"Choochan"
"Chowdhary"
"Chuakay"
"Chuchu"
"Chuidian"
"Ciocon"
"Codog"
"Cojuangco"
"Colcol"
"Collong"
"Colon"
"Concepcion"
"Concon"
"Congco"
"Congson"
"Conlu"
"Conol"
"Conti"
"Copon"
"Coquia"
"Cordoba"
"Cordova"
"Corong"
"Corotan"
"Corporal"
"Cosalan"
"Cruz"
"Cua"
"Cubacub"
"Cudal"
"Cudiamat"
"Cuenca"
"Cueva"
"Cuizon"
"Culala"
"Culanag"
"Culaton"
"Cumba"
"Cumti"
"Cunanan"
"Cupino"
"Curameng"
"Curaming"
"Cusi"
"Custodio"
"Cuyegkeng"
"Cuyos"
"Cuyugan"
"Daan"
"Daang"
"Dabao"
"Dabu"
"Dacalcap"
"Dacanay"
"Dacay"
"Dacayanan"
"Dacion"
"Daclan"
"Daco"
"Dacquel"
"Dacumos"
"Dacuno"
"Dacuycuy"
"Dadap"
"Dagala"
"Dagamac"
"Dagdag"
"Dagdagan"
"Dagohoy"
"Dagsaan"
"Dagsi"
"Daguhay"
"Daguhoy"
"Daguio"
"Dagupion"
"Dahan"
"Dahilan"
"Dahildahil"
"Dahilig"
"Dahing"
"Dahiug"
"Dailo"
"Dajao"
"Dakay"
"Dakila"
"Dalandan"
"Dalangin"
"Dalangpan"
"Dalao"
"Dalaque"
"Dalawampu"
"Dalig"
"Dalisay"
"Dalit"
"Dalog"
"Dalogdog"
"Dalugdugan"
"Dalupan"
"Damaolao"
"Damilo"
"Damo"
"Dampog"
"Danao"
"Danda"
"Dandin"
"Dandoy"
"Danganan"
"Dangkulos"
"Dangoy"
"Dangtayan"
"Danguilan"
"Dangwa"
"Dantes"
"Daoang"
"Daog"
"Daomilas"
"Daos"
"Dapat"
"Dapayan"
"Daplas"
"Daquil"
"Daranciang"
"Darang"
"Dasalan"
"Dasig"
"Datahan"
"Datangel"
"Datingginoo"
"Dato"
"Datoc"
"Datoon"
"Datu"
"Datuin"
"Datumanong"
"Dauz"
"Dawa"
"Dawi"
"Dawis"
"Daya"
"Dayag"
"Dayanan"
"Dayanghirang"
"Dayao"
"Dayap"
"Dayo"
"Dayoan"
"Dayot"
"Dayrit"
"Dayunot"
"Deang"
"Decedidomutila"
"Decolongon"
"Dee"
"Deen"
"Degalicia"
"Delacruz"
"Delasin"
"Delatorre"
"Delcastillo"
"Deleon"
"Delosreyes"
"Deonzon"
"Depan"
"Desiderio"
"Despujol"
"Diamzon"
"Diano"
"Diapo"
"Diaz"
"Dicang"
"Dicolongon"
"Diego"
"Digamon"
"Digol"
"Dikitanan"
"Dilag"
"Dimaaliw"
"Dimaampao"
"Dimaandal"
"Dimaano"
"Dimaapi"
"Dimabasa"
"Dimacuha"
"Dimaculangan"
"Dimagiba"
"Dimaguiba"
"Dimaguila"
"Dimailig"
"Dimaisip"
"Dimalaluan"
"Dimalanta"
"Dimanlig"
"Dimapasoc"
"Dimapilis"
"Dimapindan"
"Dimaporo"
"Dimaranan"
"Dimarucot"
"Dimarumba"
"Dimasalang"
"Dimasuay"
"Dimasuhid"
"Dimasupil"
"Dimatulac"
"Dimaunahan"
"Dimawili"
"Dimaya"
"Dimayacyac"
"Dimayuga"
"Dimson"
"Dingal"
"Dinguinbayan"
"Dinolang"
"Dinopol"
"Diokno"
"Dioquino"
"Dipasupil"
"Dismaya"
"Diuata"
"Divero"
"Divinagracia"
"Diwa"
"Diwata"
"Dizon"
"Docuyanan"
"Dolap"
"Dolera"
"Domagas"
"Domantay"
"Domingo"
"Dominguez"
"Domogan"
"Domugho"
"Domulot"
"Doneio"
"Doon"
"Dopale"
"Doplon"
"Dorilag"
"Dornogan"
"Dua"
"Dualan"
"Dualos"
"Ducduc"
"Ducisin"
"Duclayan"
"Duco"
"Ducut"
"Duenaz"
"Dugay"
"Duhaylungsod"
"Dulag"
"Dulay"
"Dulaypan"
"Dulce"
"Duldulao"
"Dumadag"
"Dumag"
"Dumagan"
"Dumagat"
"Dumagpi"
"Dumalag"
"Dumaloan"
"Dumalog"
"Dumalot"
"Dumalus"
"Dumaog"
"Dumapias"
"Dumaran"
"Dumaslan"
"Dumaual"
"Dumawal"
"Dumayag"
"Dumayas"
"Dumdum"
"Dumlao"
"Dumlaon"
"Dumo"
"Dumondon"
"Dumpay"
"Dumpit"
"Dumrique"
"Duna"
"Dungca"
"Dunglao"
"Dungo"
"Dupaya"
"Dupim"
"Duplon"
"Duyan"
"Dy"
"Dyquiangco"
"Dysangco"
"Ebba"
"Eblacas"
"Echande"
"Echegaray"
"Echevaria"
"Echeverria"
"Echiverri"
"Elazegui"
"Elbo"
"Elcano"
"Elefante"
"Elias"
"Elizalde"
"Ello"
"Emuslan"
"Englis"
"Enriquez"
"Escalera"
"Escano"
"Escribano"
"Espana"
"Espejo"
"Espina"
"Esquivel"
"Esteban"
"Estepa"
"Estigoy"
"Estillore"
"Estrada"
"Estrella"
"Eusebio"
"Evangelista"
"Fabregas"
"Fajardo"
"Fandino"
"Fangonil"
"Fernandez"
"Fernando"
"Ferrando"
"Fiagoy"
"Flores"
"Fonda"
"Fontanilla"
"Fortich"
"Francisco"
"Fujimori"
"Gaa"
"Gaane"
"Gabat"
"Gabato"
"Gabayan"
"Gabor"
"Gabuat"
"Gacad"
"Gacungan"
"Gacusan"
"Gacutan"
"Gacuya"
"Gador"
"Gaffud"
"Gagalac"
"Gago"
"Gagpud"
"Galam"
"Galamgam"
"Galang"
"Galapon"
"Galasinao"
"Galauran"
"Galay"
"Galendez"
"Gali"
"Galicia"
"Galiciana"
"Galima"
"Galindez"
"Galit"
"Gallora"
"Galorport"
"Galos"
"Galut"
"Gamata"
"Gamelon"
"Gamit"
"Gamol"
"Gampon"
"Ganaban"
"Ganaden"
"Gangan"
"Gannod"
"Ganutan"
"Ganzon"
"Gaoiran"
"Gapasin"
"Gapud"
"Gapusan"
"Gapuz"
"Garabiles"
"Garay"
"Garayblas"
"Garcia"
"Garong"
"Garvida"
"Gatan"
"Gatbonton"
"Gatchalian"
"Gatdula"
"Gatmaitan"
"Gatnaytan"
"Gatpolintan"
"Gauam"
"Gawiran"
"Gayagay"
"Gierran"
"Gil"
"Gimeno"
"Ginubatan"
"Gituaban"
"Godinez"
"Godoy"
"Goking"
"Golis"
"Gombat"
"Gomez"
"Gomis"
"Gonong"
"Gonowon"
"Gonzaga"
"Gonzales"
"Gonzalez"
"Gordula"
"Gosiengfiao"
"Gosoc"
"Gosum"
"Goya"
"Goyena"
"Gozon"
"Granada"
"Guani"
"Guanlao"
"Guanzon"
"Guawaran"
"Gubat"
"Gubatan"
"Gudoy"
"Guerra"
"Guevara"
"Guevarra"
"Guiang"
"Guiao"
"Guieb"
"Guihama"
"Guilaran"
"Guillermo"
"Guimatao"
"Guinto"
"Guintu"
"Guipit"
"Guiriba"
"Gulapa"
"Gulay"
"Gumabay"
"Gumabon"
"Gumapas"
"Gumarang"
"Gumatay"
"Gumato"
"Gumihid"
"Gumila"
"Gumintong"
"Gumiran"
"Gumisong"
"Gungab"
"Gunigundo"
"Gusilatar"
"Gutang"
"Gutierrez"
"Gutilban"
"Guting"
"Habalo"
"Hadap"
"Hakamada"
"Halili"
"Halimaw"
"Halina"
"Halog"
"Halum"
"Hangad"
"Hanopol"
"Haparam"
"Hapayhari"
"Harap"
"Harata"
"Harder"
"Henson"
"Hermano"
"Hernan"
"Hernandez"
"Hernando"
"Herrera"
"Hicban"
"Hilaga"
"Hinagpis"
"Hinahon"
"Hinampas"
"Hinayon"
"Hinojosa"
"Hizon"
"Hojas"
"Homoroc"
"Hontiveros"
"Hubag"
"Huedem"
"Huidem"
"Humilde"
"Ibabao"
"Ibarra"
"Ibay"
"Ibuna"
"Ibuos"
"Ibus"
"Icat"
"Icban"
"Ide"
"Ifugao"
"Igcasan"
"Ignacio"
"Iguban"
"Ilaban"
"Ilacad"
"Ilag"
"Ilanan"
"Ilao"
"Ilog"
"Ilumin"
"Imbo"
"Impoc"
"Inabayan"
"Inarez"
"Inclan"
"Inda"
"Inding"
"Infanta"
"Infante"
"Iniba"
"Iniguez"
"Inoue"
"Inserto"
"Intatano"
"Inton"
"Iporong"
"Ira"
"Irong"
"Ishii"
"Isidro"
"Isip"
"Ison"
"Isungga"
"Itchon"
"Itliong"
"Itum"
"Iwatani"
"Iyog"
"Jabillo"
"Jabol"
"Jaca"
"Jacang"
"Jacinto"
"Jacutan"
"Jacutin"
"Jain"
"Jalbuna"
"Jalili"
"Jalosjos"
"Jamo"
"Jamorabon"
"Janabajab"
"Jandoc"
"Jangcan"
"Jante"
"Japos"
"Japson"
"Jaralve"
"Javier"
"Jaworski"
"Jayan"
"Jimenez"
"Jimeno"
"Joco"
"Jocson"
"Joson"
"Juagdan"
"Juco"
"Juico"
"Julagay"
"Jumaoas"
"Jumat"
"Jumawan"
"Junco"
"Jungao"
"Juni"
"Kabahit"
"Kabaitan"
"Kabaong"
"Kabayao"
"Kabigting"
"Kahn"
"Kaibigan"
"Kaimo"
"Kalalo"
"Kalanduyan"
"Kalangitan"
"Kalaw"
"Kalawakan"
"Kalingasan"
"Kalinisan"
"Kanaway"
"Kaneko"
"Kangleon"
"Kanlungan"
"Kapangpangan"
"Karingal"
"Karunungan"
"Kasilag"
"Katalbas"
"Katapang"
"Katigbak"
"Katindig"
"Katipunan"
"Kato"
"Kaunlaran"
"Kayanan"
"Kehanu"
"Killip"
"Kimimoto"
"Kimpo"
"Kimura"
"Kiong"
"Kishimoto"
"Kison"
"Kobayashi"
"Koizumi"
"Kulikutan"
"Kulubot"
"Kumulitog"
"Labao"
"Labasan"
"Labay"
"Labayen"
"Labindalawa"
"Labis"
"Labo"
"Labong"
"Labrador"
"Labtik"
"Labuanan"
"Labuga"
"Labuguen"
"Lacaden"
"Lacan"
"Lacandile"
"Lacandola"
"Lacanglacang"
"Lacanilao"
"Lacap"
"Lacbawan"
"Lacdan"
"Lacdao"
"Laconsay"
"Lacro"
"Lacsamana"
"Lacson"
"Lactaoen"
"Ladao"
"Ladaw"
"Lagac"
"Lagadi"
"Lagana"
"Lagandaon"
"Lagang"
"Laganson"
"Lagasca"
"Lagatoc"
"Lagbas"
"Lagda"
"Lagdameo"
"Laglagaron"
"Lagman"
"Lagmay"
"Lago"
"Lagos"
"Laguatan"
"Lagunsad"
"Lagustan"
"Laig"
"Laing"
"Lakan"
"Lakandula"
"Lakanilaw"
"Laki"
"Lakian"
"Laksa"
"Laktaw"
"Lalamunan"
"Lalangan"
"Lalu"
"Lamangan"
"Lamanilao"
"Lamayan"
"Lamdagan"
"Lampitoc"
"Lamug"
"Lancoan"
"Landas"
"Langit"
"Langkin"
"Lansang"
"Lansangan"
"Lansigan"
"Lanta"
"Lantin"
"Laolao"
"Lapak"
"Lapid"
"Lapira"
"Lapitan"
"Lappay"
"Lapuz"
"Laquian"
"Laranang"
"Laraya"
"Larrazabal"
"Lasam"
"Laurel"
"Lauzon"
"Lavares"
"Lawas"
"Lawsin"
"Laxa"
"Laxamana"
"Laygo"
"Laylay"
"Layno"
"Layog"
"Layosa"
"Layug"
"Layugan"
"Layumas"
"Lazaro"
"Lemoncito"
"Lesaca"
"Leyco"
"Leyran"
"Leyson"
"Liamzon"
"Libed"
"Libina"
"Libiran"
"Liboon"
"Libunao"
"Licaycay"
"Liclican"
"Lico"
"Licop"
"Licuanan"
"Licud"
"Licup"
"Ligan"
"Ligaya"
"Ligid"
"Ligon"
"Ligot"
"Ligutan"
"Lihat"
"Lim"
"Lima"
"Limbaco"
"Limcangco"
"Limcuando"
"Limjap"
"Limson"
"Limuaco"
"Lindawan"
"Lindo"
"Lindog"
"Linganyan"
"Lingao"
"Linsangan"
"Liongson"
"Lipat"
"Lisbon"
"Lising"
"Litao"
"Liwag"
"Liwanag"
"Lluch"
"Lobo"
"Locsin"
"Loglog"
"Logrono"
"Lombos"
"Lomboy"
"Lomibao"
"Lomuntad"
"Longid"
"Lontoc"
"Lontok"
"Lopa"
"Lopez"
"Lordizabal"
"Loshang"
"Lota"
"Loyola"
"Lualhati"
"Luansing"
"Lucagbo"
"Lucaylucay"
"Lucban"
"Lucena"
"Luczon"
"Lugami"
"Lugmao"
"Lugtu"
"Lugue"
"Lukban"
"Lumaban"
"Lumagbas"
"Lumahan"
"Lumain"
"Lumala"
"Lumanga"
"Lumanlan"
"Lumanog"
"Lumanta"
"Lumantas"
"Lumapas"
"Lumawig"
"Lumbad"
"Lumbang"
"Lumibaw"
"Lumiqued"
"Lumocso"
"Lumontad"
"Lumungsod"
"Lumungsub"
"Lumunsad"
"Lungay"
"Lupitan"
"Luspo"
"Luyaben"
"Luyun"
"Luz"
"Luzon"
"Maalom"
"Maambo"
"Maambong"
"Maayo"
"Mababangloob"
"Mabalay"
"Mabalo"
"Mabalot"
"Mabanglo"
"Mabaquiao"
"Mabasa"
"Mabayag"
"Mabborang"
"Mabilangan"
"Mabilog"
"Mabini"
"Mabunga"
"Mabutas"
"Macaalay"
"Macabenta"
"Macablo"
"Macabuac"
"Macabuhay"
"Macadangal"
"Macadangdang"
"Macadengdeng"
"Macagba"
"Macahilig"
"Macairan"
"Macalagay"
"Macalalad"
"Macalalag"
"Macalam"
"Macale"
"Macalguim"
"Macalinaw"
"Macalincag"
"Macalindong"
"Macalino"
"Macalintal"
"Macalipat"
"Macalipay"
"Macalipis"
"Macalisang"
"Macaloso"
"Macalug"
"Macam"
"Macanas"
"Macandog"
"Macanip"
"Macapagal"
"Macapinlac"
"Macapobre"
"Macapugay"
"Macapulay"
"Macaraat"
"Macaraeg"
"Macaranas"
"Macaroy"
"Macasa"
"Macasaet"
"Macasero"
"Macasieb"
"Macaspac"
"Macatanban"
"Macatangay"
"Macatulad"
"Macatumpag"
"Macatunao"
"Macatuno"
"Macauyag"
"Macawili"
"Maceda"
"Macedo"
"Maclang"
"Macmang"
"Macorol"
"Mactal"
"Macuha"
"Madali"
"Madamba"
"Madarang"
"Madayag"
"Maddela"
"Madijanon"
"Madla"
"Madlabayan"
"Madlambayan"
"Madlangawa"
"Madlangbayan"
"Madlangsacay"
"Madlangsakit"
"Madrid"
"Madrigal"
"Maduli"
"Madwen"
"Maga"
"Magadan"
"Magadap"
"Magadia"
"Magadya"
"Magahis"
"Magaling"
"Magallanes"
"Magalona"
"Magalued"
"Magan"
"Magana"
"Maganto"
"Magaoay"
"Magarin"
"Magaso"
"Magat"
"Magayaga"
"Magbag"
"Magbantay"
"Magbanua"
"Magbitang"
"Magbojos"
"Magboo"
"Magbual"
"Magbuhat"
"Magbulos"
"Magcalas"
"Magcawas"
"Magdadarao"
"Magdaluyo"
"Magdamo"
"Magdato"
"Magday"
"Magdiwang"
"Maggay"
"Maghirang"
"Maghuyop"
"Magkawas"
"Maglacas"
"Maglalang"
"Maglasang"
"Maglaya"
"Maglikian"
"Maglipon"
"Magnaye"
"Magno"
"Mago"
"Magos"
"Magpale"
