"Abbey"
"Dreijer"
"Dreyer"
"Drinkwater"
"Drodskie"
"Drodsky"
"Drummer"
"Drury"
"Dube"
"Dubois"
"Dubruyn"
"Dubuisson"
"Dubuson"
"Dubusson"
"Duckitt"
"Dudding"
"Duffill"
"Duhnean"
"Duma"
"Duminy"
"Dummer"
"Dunford"
"Dunk"
"Dunkley"
"Dunn"
"Dunne"
"Duplessis"
"Duplooy"
"Dupreez"
"Duraan"
"Durand"
"Durandt"
"Durbin"
"During"
"Durow"
"Durrheim"
"Duru"
"Dusterhoft"
"Duthie"
"Dutoit"
"Duvenage"
"Duvenhage"
"Duvinage"
"Duvinhage"
"Dysel"
"Eagar"
"Eagleton"
"Eales"
"Earl"
"Earleclur"
"Easterbrook"
"Easters"
"Eastes"
"Eaton"
"Ebden"
"Ebenezer"
"Ebershon"
"Ebrahim"
"Eckhout"
"Eden"
"Edmonstone"
"Edries"
"Edwards"
"Eelders"
"Ehlers"
"Ehrich"
"Ehrke"
"Eigelaar"
"Eigler"
"Eksteen"
"Eldred"
"Elliot"
"Elliott"
"Ellis"
"Ellman"
"Ellwood"
"Eloff"
"Els"
"Emslie"
"Engelbrecht"
"Engels"
"England"
"Engle"
"Enslen"
"Enslin"
"Epstein"
"Erasmus"
"Erlank"
"Ermen"
"Ernst"
"Erwee"
"Eslick"
"Espach"
"Essack"
"Essop"
"Esterhuizen"
"Esterhuyse"
"Esters"
"Estment"
"Etsebeth"
"Eva"
"Evans"
"Everson"
"Ewan"
"Ewart"
"Ewing"
"Exter"
"Eybers"
"Eygelaar"
"Eysell"
"Fadana"
"Fairall"
"Fairweather"
"Fakier"
"Falconer"
"Farinha"
"Farmer"
"Farquhar"
"Farrell"
"Fath"
"Faul"
"Faure"
"Fayers"
"Fazzie"
"Feagan"
"Featherstonehaugh"
"Feiney"
"Feldtman"
"Feldtmann"
"Felix"
"Fella"
"Ferguson"
"Ferns"
"Ferreira"
"Ferrier"
"Festile"
"Fick"
"Field"
"Filmalter"
"Fincham"
"Findlay"
"Finglas"
"Fininley"
"Finningley"
"Fischer"
"Fish"
"Fisher"
"Fisk"
"Fitzgerald"
"Fitzpatrick"
"Flack"
"Flanegan"
"Flannery"
"Flax"
"Flemmer"
"Fletcher"
"Flink"
"Flint"
"Flood"
"Florentino"
"Flowers"
"Flusch"
"Flush"
"Flusk"
"Focks"
"Fogarty"
"Foord"
"Forbes"
"Ford"
"Forgus"
"Forrester"
"Forsyth"
"Fortuin"
"Foster"
"Fouche"
"Fourie"
"Fouten"
"Fowler"
"Foxley"
"Francis"
"Frankim"
"Franklin"
"Fraser"
"Fray"
"Frazer"
"Freeman"
"French"
"Frey"
"Freyson"
"Frick"
"Friebus"
"Friedlander"
"Friemann"
"Friend"
"Frits"
"Frost"
"Fryer"
"Frylinck"
"Fuller"
"Fulton"
"Furness"
"Furstenberg"
"Futter"
"Fynn"
"Gaetswe"
"Gaffney"
"Gafney"
"Gainsford"
"Gairns"
"Gaisford"
"Gallant"
"Galloway"
"Gallwey"
"Galoon"
"Gama"
"Gamble"
"Gane"
"Gans"
"Ganz"
"Garbers"
"Garbutt"
"Garcia"
"Gardner"
"Garner"
"Garrett"
"Gates"
"Gazide"
"Gazzard"
"Geber"
"Gebers"
"Gebhardt"
"Geere"
"Geeringh"
"Geerling"
"Geertsema"
"Geldenhuis"
"Geldenhuizen"
"Geldenhuys"
"Gelderblom"
"Gellman"
"Genis"
"George"
"Gerber"
"Gerhardus"
"Gericke"
"Gerlach"
"Germishuysen"
"Germushuizen"
"Gerritts"
"Gerryts"
"Gertenbach"
"Gertse"
"Gertze"
"Gervaise"
"Getkate"
"Getse"
"Gevers"
"Geyer"
"Geyser"
"Giani"
"Gibbens"
"Gibbins"
"Gibbon"
"Gibbons"
"Gibson"
"Gilbert"
"Gildenhuys"
"Giles"
"Gilfillan"
"Gillespie"
"Gillies"
"Gillingham"
"Gilstain"
"Giquel"
"Giqwa"
"Gladwin"
"Glago"
"Glass"
"Glaum"
"Glenn"
"Glinister"
"Gloyne"
"Glueck"
"Glynn"
"Gobey"
"Goch"
"Gochin"
"Goder"
"Goedhals"
"Going"
"Goldberg"
"Goldfus"
"Goldie"
"Goldstone"
"Gombard"
"Gompels"
"Goncalves"
"Goniwe"
"Good"
"Goodison"
"Goodyear"
"Goodyer"
"Goosen"
"Gordon"
"Gossland"
"Gottl"
"Gough"
"Gould"
"Gounden"
"Gounder"
"Gous"
"Goussard"
"Gouws"
"Gove"
"Govender"
"Govindasamy"
"Govindsamy"
"Gowar"
"Gower"
"Gowie"
"Gqozo"
"Graaf"
"Grace"
"Gradwell"
"Grady"
"Grafham"
"Graham"
"Grant"
"Grantham"
"Grassmann"
"Grassow"
"Gratz"
"Gray"
"Greef"
"Greeff"
"Green"
"Greenaway"
"Greener"
"Greenlees"
"Greentree"
"Greenwood"
"Greggor"
"Gregory"
"Greifenstein"
"Greiffenstein"
"Greig"
"Gresson"
"Grewe"
"Greyling"
"Greyvenstein"
"Greyvensteyn"
"Grib"
"Griesel"
"Griessel"
"Griffin"
"Grimsdale"
"Grimwood"
"Grobbelaar"
"Groble"
"Grobler"
"Groen"
"Groenewald"
"Groenink"
"Groepe"
"Gronum"
"Groom"
"Grove"
"Grumede"
"Grunberger"
"Grund"
"Grundling"
"Grundlingh"
"Guest"
"Guldenpfenning"
"Gultig"
"Gumede"
"Gunter"
"Gurr"
"Gutgar"
"Gutjahr"
"Gutjar"
"Gwala"
"Gwentshe"
"Haack"
"Haai"
"Haak"
"Haarhoff"
"Haasbroek"
"Hackart"
"Hacking"
"Hadebe"
"Hadfield"
"Haese"
"Hagen"
"Hagenmeister"
"Hager"
"Hagger"
"Hailstones"
"Halgreen"
"Halgryn"
"Halket"
"Hall"
"Hallis"
"Hamer"
"Hamilton"
"Hamlett"
"Hamm"
"Hammond"
"Hanafey"
"Hancock"
"Hancorn"
"Handsley"
"Hanekom"
"Hannaford"
"Hanslo"
"Hanson"
"Hardenburgh"
"Hardick"
"Hardie"
"Harding"
"Hardy"
"Hare"
"Harmse"
"Harmzen"
"Harris"
"Harrison"
"Harry"
"Hart"
"Hartog"
"Hartogh"
"Hartslief"
"Hartung"
"Hartzenberg"
"Hasse"
"Hassen"
"Hasseriis"
"Hassim"
"Hastie"
"Hatting"
"Hattingh"
"Haupt"
"Hauptfleisch"
"Haupts"
"Havenga"
"Havengaar"
"Hawkes"
"Hawkins"
"Haybittel"
"Hayes"
"Hayman"
"Hayter"
"Hayton"
"Hayward"
"Haywood"
"Head"
"Heard"
"Heasman"
"Heath"
"Heathcote"
"Heather"
"Hechter"
"Heeley"
"Hefer"
"Heiberg"
"Heinemann"
"Heinen"
"Helberg"
"Helm"
"Hemingway"
"Hendricks"
"Hendrikz"
"Henery"
"Henn"
"Henning"
"Henry"
"Henrys"
"Herbert"
"Herbst"
"Herman"
"Hermanson"
"Hermanus"
"Heroldt"
"Herselman"
"Hertog"
"Hesse"
"Heunis"
"Hewson"
"Heydenrych"
"Heymans"
"Hibbert"
"Hicks"
"Higgins"
"Higgo"
"Higgs"
"Hiles"
"Hill"
"Hillier"
"Hillock"
"Hinds"
"Hintsa"
"Hippert"
"Hjort"
"Hlatshwayo"
"Hlongwane"
"Hlophe"
"Hobbs"
"Hobson"
"Hoffman"
"Hogg"
"Holdaway"
"Holderness"
"Holland"
"Holloway"
"Holmes"
"Holmgren"
"Holroyd"
"Holtzhausen"
"Holtzkampf"
"Holz"
"Homan"
"Homewood"
"Honiball"
"Hoogendoorn"
"Hooper"
"Hoosen"
"Hope"
"Hopf"
"Hopkins"
"Horak"
"Horn"
"Hornigold"
"Horsford"
"Hough"
"Hovey"
"Howard"
"Howley"
"Howroyd"
"Hubbard"
"Hudson"
"Hughes"
"Hugo"
"Hulley"
"Human"
"Humphrey"
"Humphries"
"Hunnam"
"Hunt"
"Hunter"
"Hurn"
"Hurter"
"Huston"
"Hutchson"
"Hutton"
"Hyde"
"Hyman"
"Igesund"
"Iles"
"Immelman"
"Impson"
"Ingel"
"Ingram"
"Isaacks"
"Isaacs"
"Ismail"
"Issa"
"Iveson"
"Ivey"
"Ivory"
"Jabavu"
"Jacoba"
"Jacobs"
"Jagga"
"James"
"Jamieson"
"Janecke"
"Janeke"
"Jansen"
"Jappie"
"Jardien"
"Jardim"
"Jarman"
"Jean"
"Jenkinson"
"Jennings"
"Joch"
"Jochs"
"Jocks"
"Johannes"
"Johnson"
"Johnston"
"Johnstone"
"Jolly"
"Jones"
"Jonker"
"Jonkheid"
"Jooste"
"Jordaan"
"Jordan"
"Joseph"
"Jost"
"Joubert"
"Jubber"
"Jubelius"
"Julyan"
"Juniper"
"Justus"
"Kader"
"Kahn"
"Kalis"
"Kallis"
"Kampa"
"Kanes"
"Kani"
"Kapp"
"Kapwepwe"
"Karg"
"Karolus"
"Karshagen"
"Kasaval"
"Kasavalu"
"Kaseme"
"Kask"
"Kasvalue"
"Katzke"
"Keane"
"Kearney"
"Keet"
"Kekana"
"Kelderman"
"Kellermann"
"Kelly"
"Kemp"
"Kempen"
"Kemsley"
"Kennedy"
"Kenney"
"Kent"
"Keppler"
"Kershoff"
"Kersop"
"Kerwan"
"Keulder"
"Kew"
"Keyser"
"Keyter"
"Kgama"
"Kgoloko"
"Kgopong"
"Kgosana"
"Khan"
"Khandanisa"
"Khanyile"
"Khogisa"
"Khoza"
"Khumalo"
"Khumelo"
"Khuzwayo"
"Kichenbrand"
"Kidd"
"Kieck"
"Kiedo"
"Kies"
"Kietzmann"
"Kilian"
"Kilroe"
"Kimble"
"King"
"Kinghorn"
"Kingsland"
"Kippen"
"Kirkby"
"Kirsten"
"Kitchen"
"Kitchenbrand"
"Kitching"
"Kitshoff"
"Kitson"
"Kitto"
"Kivido"
"Klaassen"
"Klaff"
"Klein"
"Kleinhans"
"Kleinkramer"
"Kleinschott"
"Kleinschrodt"
"Kleinschrot"
"Kleinschroth"
"Klem"
"Klemp"
"Klette"
"Kleyn"
"Kleynhans"
"Kloner"
"Klopper"
"Kloppers"
"Kluckow"
"Klue"
"Kluyts"
"Knapp"
"Knaus"
"Knepscheld"
"Knickelbein"
"Knight"
"Knipschild"
"Knobel"
"Knoesen"
"Knoetze"
"Knoetzen"
"Knott"
"Knous"
"Knousds"
"Knowlman"
"Knox"
"Koch"
"Kock"
"Kockott"
"Kodesh"
"Koegelenberg"
"Koekemoer"
"Koen"
"Koenraads"
"Koersen"
"Koersten"
"Kok"
"Kokot"
"Kokott"
"Kolane"
"Kolbe"
"Kolesky"
"Koller"
"Konig"
"Koortse"
"Koorze"
"Kootrsen"
"Kopel"
"Korb"
"Korck"
"Korenberg"
"Korff"
"Korkie"
"Kort"
"Korten"
"Kossick"
"Kostile"
"Kosviner"
"Kotane"
"Kotze"
"Kotzee"
"Kotzo"
"Kourie"
"Kraamwinkel"
"Kraft"
"Krapohl"
"Kraucamp"
"Krause"
"Kretzmann"
"Kriek"
"Kriel"
"Krige"
"Krikler"
"Kritzinger"
"Krog"
"Kroll"
"Krubelnik"
"Krugel"
"Kruger"
"Kruse"
"Krynauw"
"Kubatsi"
"Kubheka"
"Kuck"
"Kuhn"
"Kuijpers"
"Kuipers"
"Kukard"
"Kukkuk"
"Kumalo"
"Kumm"
"Kunene"
"Kutoane"
"Kuun"
"Kuyler"
"Kuypers"
"Kuys"
"Kyhne"
"Laage"
"Labarre"
"Labuschagne"
"Lacey"
"Lachenicht"
"Lackay"
"Ladley"
"Ladner"
"Lagrange"
"Lahner"
"Laidler"
"Laing"
"Lakay"
"Lake"
"Lamb"
"Lambede"
"Lambert"
"Lambie"
"Lambrecht"
"Lambrechts"
"Lamont"
"Lampbrecht"
"Lamprecht"
"Lamusse"
"Landman"
"Lane"
"Langa"
"Lange"
"Langebrink"
"Langenhoven"
"Langeveld"
"Langeveldt"
"Langford"
