"Abramo"
"Lichiardopoulo"
"Licouris"
"Liedekerke"
"Liencourt"
"Lieuvray"
"Lieven"
"Ligieri"
"Likiardopoulo"
"Likoudi"
"Lillis"
"Limber"
"Limberopoulos"
"Linard"
"Linche"
"Liolios"
"Liourdis"
"Lipinski"
"Lisgara"
"Litardo"
"Lithino"
"Livani"
"Livanidi"
"Livardatos"
"Livas"
"Livathinopoulo"
"Lloria"
"Locatelli"
"Locella"
"Loghiotatos"
"Logo"
"Logotheti"
"Logothetis"
"Lois"
"Londos"
"Loomis"
"Loredan"
"Loris"
"Louganis"
"Loukas"
"Loverdo"
"Loverdos"
"Luca"
"Lucani"
"Luder"
"Luders"
"Ludolf"
"Lughetti"
"Luish"
"Lukidi"
"Luna"
"Lunzi"
"Lupina"
"Lupu"
"Lusi"
"Lusignan"
"Lydia"
"Lydoriki"
"Lyghinos"
"Lykiardopoulo"
"Lykourezos"
"Lymberakis"
"Macca"
"Macri"
"Macris"
"Madaillan"
"Madouros"
"Magdalino"
"Magheras"
"Magnin"
"Maheras"
"Maimonides"
"Maismont"
"Maitland"
"Makantonis"
"Makkas"
"Makos"
"Makrembolites"
"Makris"
"Makriyanni"
"Malamas"
"Malamos"
"Malapanes"
"Malas"
"Malaspina"
"Malatesta"
"Malia"
"Malipiero"
"Mallas"
"Malli"
"Malowitz"
"Mamona"
"Mamuca"
"Manago"
"Mandellou"
"Mandinioti"
"Mandouli"
"Mandricardi"
"Maneas"
"Manella"
"Manessi"
"Manetas"
"Mangas"
"Mangoup"
"Maniatis"
"Manikas"
"Manikopoulo"
"Manio"
"Manis"
"Mano"
"Manolesso"
"Manolis"
"Manos"
"Manoussi"
"Mantzaris"
"Manuk"
"Manussaco"
"Manzavino"
"Maquin"
"Marachi"
"Maragos"
"Marakas"
"Maras"
"Marcello"
"Marchioca"
"Marcoran"
"Margaret"
"Margaritis"
"Margery"
"Marin"
"Marinos"
"Marion"
"Maris"
"Markakis"
"Markellos"
"Markezinis"
"Markopoulos"
"Markos"
"Marmora"
"Maroger"
"Martelao"
"Martens"
"Martha"
"Martinengo"
"Martis"
"Marulli"
"Maruzzi"
"Marzano"
"Masarachi"
"Mascellini"
"Massaro"
"Massimo"
"Massingberd"
"Mastraca"
"Mastrogiannis"
"Mastromassaro"
"Mastromikhalis"
"Mataplana"
"Mate"
"Mates"
"Matessi"
"Mathas"
"Matis"
"Matranga"
"Matraxia"
"Matsa"
"Mattas"
"Matthias"
"Mavillis"
"Mavrakos"
"Mavrandrea"
"Mavriano"
"Mavridi"
"Mavridis"
"Mavro"
"Mavrocordato"
"Mavrodi"
"Mavrogianni"
"Mavrogordato"
"Mavroidin"
"Mavromati"
"Mavromichali"
"Mavros"
"Mavroudi"
"Mavrovitis"
"Mavroyeni"
"Mavrozome"
"Mayno"
"Mazaraki"
"Medici"
"Medway"
"Mega"
"Megaduca"
"Megalos"
"Meimaridi"
"Meitani"
"Mekion"
"Melas"
"Meletopoulo"
"Melgar"
"Melhame"
"Melingos"
"Melis"
"Melissene"
"Melissino"
"Melissurgo"
"Mellas"
"Mellis"
"Melville"
"Memo"
"Memon"
"Mena"
"Menaja"
"Menchikov"
"Mentzelopoulo"
"Meran"
"Mercati"
"Merlin"
"Messala"
"Messinesi"
"Metaxa"
"Metaxas"
"Metochite"
"Metro"
"Metsopolos"
"Metsopoulos"
"Mexi"
"Miaoulis"
"Micalizzi"
"Michaelides"
"Michalakes"
"Michalatos"
"Michalopoulo"
"Michel"
"Michelakakis"
"Michelakis"
"Michelakos"
"Michopoulo"
"Miclescu"
"Midei"
"Mignano"
"Mihal"
"Mikhailidis"
"Mikos"
"Milas"
"Miliaressis"
"Milinga"
"Millano"
"Millingen"
"Millo"
"Milly"
"Milonas"
"Milonopoulo"
"Mimars"
"Mimi"
"Mina"
"Minas"
"Minciaky"
"Minga"
"Miniati"
"Minio"
"Minotto"
"Mires"
"Miron"
"Misko"
"Misoglou"
"Missios"
"Missirlis"
"Mistori"
"Mitaraki"
"Mitchell"
"Mitchum"
"Mitilineu"
"Mitro"
"Mitropoulos"
"Mitsotakis"
"Mitzakopoulo"
"Mitzou"
"Moatso"
"Mocenigo"
"Mocsony"
"Modene"
"Mohrenheim"
"Moi"
"Mola"
"Moldavie"
"Molio"
"Mona"
"Mondi"
"Mondino"
"Monferrato"
"Mongols"
"Monk"
"Monoceum"
"Monojo"
"Monspey"
"Montagliari"
"Montague"
"Montaquila"
"Montcada"
"Montferrat"
"Montfort"
"Montgomery"
"Montpellier"
"Moraitini"
"Moraitis"
"Moranego"
"Morello"
"Morfou"
"Moriani"
"Mormili"
"Mormori"
"Mornand"
"Moro"
"Moros"
"Morosini"
"Morris"
"Mortenson"
"Moschovitis"
"Mostra"
"Motha"
"Mothoneo"
"Mouchas"
"Mouchine"
"Moukhine"
"Mounier"
"Mouragea"
"Mourakilis"
"Mourousi"
"Mourtzoupoulos"
"Mourzinos"
"Mourzouphas"
"Moustakas"
"Moutsopoulos"
"Mouzalon"
"Movila"
"Moysiadis"
"Muazzo"
"Mula"
"Mundis"
"Munster"
"Murga"
"Murichi"
"Murphy"
"Murzuphle"
"Musacchi"
"Musachiti"
"Mussuri"
"Musto"
"Mustoxidi"
"Musurus"
"Mutafoglu"
"Muto"
"Muzakios"
"Muzzan"
"Mylonas"
"Myron"
"Myrto"
"Nafpliotis"
"Nagel"
"Nako"
"Nakos"
"Nanos"
"Naoum"
"Nari"
"Nasso"
"Nasta"
"Navoni"
"Naxakis"
"Nazimco"
"Nazos"
"Neander"
"Neculce"
"Neculescu"
"Negri"
"Negro"
"Negroponte"
"Negruzzi"
"Nemanja"
"Nenciulescu"
"Nenga"
"Nerantsi"
"Nerantzi"
"Nerouli"
"Neruli"
"Nesselrode"
"Nevrakis"
"Nicholas"
"Nichols"
"Nicocavura"
"Nicolaides"
"Nicolaidi"
"Nicolaou"
"Nicolas"
"Nicoli"
"Nicolo"
"Nicolopoulo"
"Nicoloudi"
"Nicousios"
"Nikas"
"Nikitas"
"Nikli"
"Nikolaidis"
"Nikolakakis"
"Nikolaou"
"Nikolas"
"Nikoletos"
"Nikolopoulos"
"Nini"
"Nino"
"Niotis"
"Nisard"
"Noailles"
"Nomicos"
"Nomiko"
"Nomikos"
"Notara"
"Notaras"
"Nyarchos"
"Obedeanu"
"Oikonomidis"
"Oikonomopoulos"
"Oikonomou"
"Oliverius"
"Omirou"
"Onassis"
"Orkhan"
"Orologas"
"Orphanidi"
"Orsini"
"Otetea"
"Otetelisanu"
"Othon"
"Otis"
"Ott"
"Ottoni"
"Pachis"
"Padoveri"
"Paganello"
"Pagoni"
"Pagonis"
"Pagulatos"
"Paipeti"
"Pakourianos"
"Palada"
"Palamara"
"Palas"
"Palaskas"
"Palatiano"
"Paleologo"
"Paleologos"
"Paleologue"
"Palladi"
"Pallars"
"Pallas"
"Pallavicini"
"Palli"
"Palma"
"Palmer"
"Pana"
"Panagakos"
"Panagiotidis"
"Panagiotopoulos"
"Panagopoulos"
"Panagos"
"Panajoti"
"Panas"
"Pandelidi"
"Pandellis"
"Pandin"
"Pandoni"
"Panetas"
"Pangali"
"Pannos"
"Pano"
"Panos"
"Pantziri"
"Papa"
"Papachristos"
"Papadakis"
"Papadato"
"Papadiamantopoulos"
"Papadimaki"
"Papadimitriou"
"Papadopoli"
"Papadopoulos"
"Papadrakakis"
"Papafili"
"Papageorgiou"
"Papageorgopoulo"
"Papagiannopoulo"
"Papagianopoulo"
"Papagolas"
"Papagos"
"Papaioannou"
"Papakonstandinou"
"Papakonstantinou"
"Papalexis"
"Papalexopoulo"
"Papalia"
"Papalygouras"
"Papanargyros"
"Papanastasiou"
"Papandrea"
"Papandreou"
"Papanicolaou"
"Papanikolaou"
"Papantoniou"
"Paparrigopoulo"
"Papas"
"Papaspyrou"
"Papassiopoulo"
"Papathanasiou"
"Papatzoni"
"Papazoglou"
"Papoudoff"
"Pappas"
"Pappenheim"
"Pappou"
"Paramonari"
"Paraskevopoulos"
"Paraski"
"Paraspondyles"
"Pardo"
"Parigoris"
"Parros"
"Partidi"
"Paruta"
"Paspati"
"Pasqualigo"
"Passayani"
"Pastis"
"Patera"
"Patras"
"Patrichiano"
"Patsouris"
"Paules"
"Paulos"
"Paviello"
"Pavielo"
"Pavlato"
"Pavlis"
"Pavlopoulo"
"Pavlopoulos"
"Paximadi"
"Pedersen"
"Pegonites"
"Pelonis"
"Penelope"
"Penna"
"Pentikis"
"Pepi"
"Peragallo"
"Perdicari"
"Peri"
"Perikley"
"Peris"
"Peroti"
"Perris"
"Perro"
"Perroukas"
"Persiani"
"Perticari"
"Pesmazoglou"
"Pesth"
"Petenakis"
"Petimezas"
"Petoumenos"
"Petracca"
"Petraki"
"Petrakis"
"Petralia"
"Petraliphas"
"Petras"
"Petretin"
"Petrides"
"Petridis"
"Petrizzi"
"Petro"
"Petrocokino"
"Petropoulo"
"Petropoulos"
"Petros"
"Petrou"
"Petrouleas"
"Petrouzi"
"Petrovici"
